User_ID,Region,Language_Preference,Subscription_Plan,Device_Type,Avg_Watch_Hours,Tenure_Months
2157,North India,Kannada,Basic,Mobile,3.2,6
2158,North India,Tamil,Mobile,Mobile,3.0,28
2159,South India,Punjabi,Basic,Mobile,3.5,18
2160,Northeast India,Hindi,Premium,Smart TV,2.4,27
2161,North India,Hindi,Basic,Mobile,2.0,2
2162,North India,Telugu,Basic,Mobile,3.2,40
2163,East India,Telugu,Standard,Smart TV,4.0,21
2164,West India,Hindi,Basic,Laptop,2.2,23
2165,South India,Kannada,Mobile,Smart TV,2.8,2
2166,South India,Bengali,Premium,Mobile,3.3,16
2167,Northeast India,Tamil,Premium,Mobile,3.3,4
2168,Northeast India,Malayalam,Standard,Smart TV,4.4,34
2169,South India,Marathi,Standard,Mobile,4.6,5
2170,Northeast India,Punjabi,Mobile,Mobile,3.8,34
2171,East India,Bengali,Premium,Mobile,5.0,22
2172,South India,Tamil,Mobile,Mobile,3.1,46
2173,Northeast India,Malayalam,Standard,Smart TV,4.5,20
2174,South India,Telugu,Premium,Laptop,2.8,39
2175,West India,Tamil,Standard,Mobile,3.9,47
2176,North India,Hindi,Standard,Smart TV,4.3,13
2177,South India,Tamil,Standard,Laptop,3.6,44
2178,North India,Marathi,Mobile,Smart TV,2.3,34
2179,Northeast India,Gujarati,Standard,Smart TV,1.5,44
2180,North India,Telugu,Mobile,Mobile,4.2,6
2181,South India,Punjabi,Basic,Laptop,3.2,29
2182,West India,Punjabi,Mobile,Tablet,3.3,33
2183,Northeast India,Tamil,Basic,Laptop,5.3,1
2184,South India,Gujarati,Standard,Mobile,2.4,47
2185,Northeast India,Malayalam,Premium,Mobile,4.4,7
2186,East India,Bengali,Basic,Mobile,2.6,22
2187,North India,Malayalam,Basic,Smart TV,3.3,32
2188,East India,Bengali,Basic,Tablet,2.2,14
2189,South India,Gujarati,Premium,Smart TV,2.6,24
2190,West India,Bengali,Basic,Mobile,4.0,19
2191,Northeast India,Marathi,Standard,Laptop,5.1,27
2192,North India,Tamil,Premium,Laptop,4.0,23
2193,Northeast India,Malayalam,Basic,Smart TV,3.9,45
2194,South India,Marathi,Premium,Smart TV,6.6,21
2195,Northeast India,Malayalam,Premium,Mobile,4.2,44
2196,North India,Tamil,Premium,Mobile,2.4,29
2197,South India,Kannada,Mobile,Mobile,1.5,1
2198,Northeast India,Bengali,Basic,Mobile,4.0,31
2199,West India,Gujarati,Premium,Tablet,1.8,27
2200,South India,Kannada,Basic,Smart TV,2.3,44
2201,South India,Kannada,Standard,Mobile,3.9,36
2202,West India,Punjabi,Mobile,Mobile,4.7,27
2203,East India,Hindi,Mobile,Smart TV,3.2,15
2204,North India,Marathi,Basic,Smart TV,2.1,25
2205,East India,Marathi,Basic,Tablet,3.3,15
2206,Northeast India,Marathi,Basic,Laptop,3.2,40
2207,West India,Marathi,Basic,Smart TV,3.6,19
2208,East India,Kannada,Basic,Laptop,2.1,47
2209,South India,Marathi,Standard,Smart TV,2.5,11
2210,Northeast India,Hindi,Standard,Mobile,4.7,41
2211,Northeast India,Telugu,Basic,Smart TV,4.4,33
2212,East India,Tamil,Basic,Laptop,4.9,41
2213,East India,Marathi,Mobile,Smart TV,1.3,23
2214,West India,Gujarati,Basic,Mobile,2.4,12
2215,North India,Telugu,Basic,Laptop,4.7,2
2216,East India,Gujarati,Basic,Smart TV,4.2,43
2217,East India,Gujarati,Basic,Mobile,4.0,21
2218,South India,Malayalam,Standard,Smart TV,3.1,14
2219,Northeast India,Gujarati,Mobile,Mobile,2.8,34
2220,North India,Marathi,Premium,Mobile,3.5,15
2221,South India,Malayalam,Mobile,Mobile,3.0,21
2222,West India,Punjabi,Premium,Tablet,4.1,23
2223,West India,Kannada,Basic,Mobile,3.5,21
2224,East India,Gujarati,Basic,Smart TV,2.3,14
2225,East India,Hindi,Mobile,Mobile,4.3,21
2226,West India,Tamil,Mobile,Laptop,5.0,12
2227,East India,Gujarati,Mobile,Tablet,5.1,42
2228,North India,Punjabi,Mobile,Smart TV,4.3,46
2229,East India,Bengali,Standard,Mobile,4.3,47
2230,Northeast India,Punjabi,Basic,Laptop,2.1,5
2231,East India,Bengali,Standard,Laptop,2.7,2
2232,South India,Punjabi,Mobile,Mobile,3.3,22
2233,North India,Kannada,Premium,Smart TV,4.2,6
2234,South India,Tamil,Basic,Smart TV,2.8,44
2235,South India,Punjabi,Mobile,Smart TV,3.1,2
2236,Northeast India,Bengali,Basic,Tablet,4.2,29
2237,North India,Gujarati,Mobile,Smart TV,3.7,36
2238,North India,Kannada,Mobile,Mobile,3.9,7
2239,North India,Kannada,Basic,Mobile,2.6,16
2240,North India,Gujarati,Standard,Mobile,3.1,33
2241,North India,Hindi,Premium,Mobile,2.9,33
2242,Northeast India,Malayalam,Basic,Mobile,3.5,14
2243,East India,Tamil,Premium,Mobile,3.0,43
2244,South India,Tamil,Premium,Smart TV,2.8,12
2245,North India,Hindi,Premium,Mobile,3.7,43
2246,East India,Malayalam,Basic,Laptop,6.0,6
2247,East India,Tamil,Mobile,Tablet,4.2,12
2248,South India,Bengali,Mobile,Mobile,1.4,31
2249,Northeast India,Telugu,Standard,Laptop,3.9,12
2250,West India,Telugu,Basic,Mobile,2.9,10
2251,West India,Tamil,Mobile,Mobile,2.4,40
2252,East India,Marathi,Basic,Tablet,4.3,27
2253,South India,Tamil,Mobile,Mobile,3.6,7
2254,West India,Gujarati,Standard,Smart TV,6.5,46
2255,East India,Gujarati,Mobile,Tablet,3.4,36
2256,Northeast India,Malayalam,Standard,Laptop,3.2,33
2257,West India,Kannada,Standard,Mobile,4.9,27
2258,East India,Bengali,Mobile,Tablet,3.5,8
2259,East India,Hindi,Basic,Mobile,2.2,5
2260,North India,Tamil,Standard,Mobile,2.4,8
2261,Northeast India,Bengali,Mobile,Mobile,3.1,40
2262,North India,Hindi,Mobile,Smart TV,4.3,21
2263,South India,Gujarati,Basic,Mobile,5.0,24
2264,North India,Punjabi,Basic,Smart TV,4.5,7
2265,North India,Bengali,Basic,Smart TV,4.2,19
2266,West India,Telugu,Mobile,Mobile,4.8,31
2267,East India,Tamil,Basic,Mobile,4.2,36
2268,Northeast India,Malayalam,Mobile,Smart TV,2.4,27
2269,North India,Telugu,Standard,Tablet,3.2,29
2270,Northeast India,Kannada,Basic,Mobile,2.9,23
2271,North India,Marathi,Standard,Smart TV,5.0,20
2272,South India,Hindi,Basic,Mobile,2.4,6
2273,North India,Gujarati,Standard,Laptop,2.4,12
2274,West India,Tamil,Basic,Mobile,3.7,12
2275,East India,Malayalam,Standard,Smart TV,5.8,3
2276,South India,Punjabi,Basic,Smart TV,4.4,42
2277,North India,Gujarati,Standard,Mobile,4.8,39
2278,Northeast India,Tamil,Basic,Mobile,2.2,35
2279,South India,Punjabi,Basic,Mobile,4.3,19
2280,South India,Malayalam,Basic,Tablet,2.2,45
2281,North India,Marathi,Standard,Smart TV,4.4,4
2282,South India,Telugu,Standard,Laptop,1.6,31
2283,Northeast India,Telugu,Basic,Tablet,3.1,42
2284,South India,Gujarati,Standard,Tablet,1.0,38
2285,Northeast India,Tamil,Standard,Tablet,2.4,33
2286,North India,Tamil,Premium,Laptop,1.8,6
2287,East India,Malayalam,Standard,Mobile,4.3,8
2288,South India,Marathi,Standard,Mobile,3.6,28
2289,East India,Tamil,Basic,Mobile,2.9,15
2290,Northeast India,Malayalam,Standard,Laptop,3.6,31
2291,South India,Kannada,Basic,Mobile,2.5,8
2292,West India,Gujarati,Premium,Smart TV,3.9,6
2293,East India,Kannada,Mobile,Smart TV,3.4,29
2294,South India,Gujarati,Mobile,Laptop,6.2,46
2295,East India,Punjabi,Mobile,Laptop,5.5,34
2296,South India,Malayalam,Standard,Mobile,4.6,7
2297,North India,Malayalam,Premium,Smart TV,3.9,40
2298,East India,Bengali,Mobile,Mobile,4.0,10
2299,West India,Punjabi,Standard,Smart TV,5.0,13
2300,West India,Malayalam,Standard,Mobile,3.8,22
2301,Northeast India,Tamil,Standard,Mobile,3.9,21
2302,South India,Gujarati,Basic,Tablet,2.8,1
2303,East India,Kannada,Standard,Mobile,2.7,41
2304,Northeast India,Gujarati,Mobile,Mobile,3.4,42
2305,East India,Telugu,Standard,Laptop,0.5,2
2306,South India,Bengali,Mobile,Mobile,3.5,29
2307,West India,Malayalam,Basic,Smart TV,3.2,11
2308,North India,Marathi,Standard,Mobile,4.6,37
2309,West India,Hindi,Mobile,Tablet,5.0,7
2310,Northeast India,Bengali,Mobile,Mobile,6.6,35
2311,North India,Malayalam,Standard,Mobile,4.2,30
2312,Northeast India,Kannada,Basic,Tablet,3.7,16
2313,South India,Malayalam,Basic,Laptop,2.8,15
2314,North India,Hindi,Mobile,Mobile,2.2,40
2315,Northeast India,Kannada,Mobile,Laptop,4.6,20
2316,South India,Gujarati,Basic,Tablet,3.5,28
2317,West India,Kannada,Mobile,Tablet,4.0,37
2318,South India,Bengali,Premium,Tablet,3.5,3
2319,East India,Gujarati,Mobile,Mobile,3.6,29
2320,South India,Malayalam,Basic,Mobile,3.8,37
2321,South India,Punjabi,Mobile,Smart TV,4.0,9
2322,East India,Malayalam,Mobile,Mobile,4.6,27
2323,Northeast India,Hindi,Standard,Tablet,2.0,32
2324,Northeast India,Punjabi,Standard,Laptop,4.2,46
2325,South India,Malayalam,Mobile,Mobile,2.0,39
2326,East India,Marathi,Mobile,Mobile,4.3,31
2327,East India,Bengali,Mobile,Mobile,3.9,47
2328,West India,Marathi,Standard,Mobile,3.4,26
2329,Northeast India,Gujarati,Basic,Laptop,3.5,40
2330,North India,Telugu,Mobile,Mobile,3.7,3
2331,Northeast India,Malayalam,Basic,Smart TV,4.8,11
2332,Northeast India,Tamil,Standard,Mobile,4.7,29
2333,West India,Tamil,Premium,Smart TV,4.6,27
2334,North India,Kannada,Premium,Tablet,1.9,47
2335,West India,Marathi,Basic,Mobile,4.2,10
2336,North India,Bengali,Mobile,Tablet,0.6,35
2337,South India,Malayalam,Mobile,Smart TV,0.9,47
2338,North India,Hindi,Standard,Smart TV,4.8,23
2339,West India,Kannada,Premium,Mobile,1.8,6
2340,Northeast India,Gujarati,Basic,Laptop,3.3,11
2341,North India,Punjabi,Basic,Mobile,5.2,43
2342,North India,Gujarati,Basic,Smart TV,4.2,27
2343,East India,Malayalam,Basic,Smart TV,3.9,31
2344,Northeast India,Telugu,Mobile,Mobile,3.4,30
2345,South India,Punjabi,Basic,Smart TV,3.7,3
2346,West India,Marathi,Mobile,Mobile,2.7,13
2347,South India,Malayalam,Mobile,Mobile,2.9,40
2348,Northeast India,Telugu,Standard,Smart TV,3.6,21
2349,North India,Marathi,Mobile,Smart TV,3.8,43
2350,North India,Telugu,Mobile,Smart TV,3.3,11
2351,Northeast India,Marathi,Mobile,Tablet,0.8,45
2352,North India,Bengali,Premium,Mobile,5.4,3
2353,North India,Tamil,Standard,Tablet,4.6,38
2354,North India,Gujarati,Mobile,Smart TV,3.3,31
2355,West India,Bengali,Basic,Laptop,4.7,24
2356,West India,Punjabi,Mobile,Smart TV,3.1,42
2357,East India,Kannada,Standard,Mobile,3.9,12
2358,South India,Tamil,Standard,Laptop,1.2,46
2359,Northeast India,Bengali,Premium,Laptop,3.8,43
2360,Northeast India,Malayalam,Basic,Laptop,3.2,27
2361,Northeast India,Telugu,Premium,Laptop,3.8,21
2362,East India,Punjabi,Premium,Smart TV,5.6,25
2363,West India,Malayalam,Premium,Mobile,3.5,30
2364,East India,Tamil,Basic,Mobile,3.0,30
2365,Northeast India,Telugu,Basic,Laptop,3.0,10
2366,South India,Punjabi,Basic,Smart TV,1.8,3
2367,North India,Kannada,Mobile,Tablet,4.0,13
2368,West India,Tamil,Mobile,Mobile,4.1,27
2369,West India,Punjabi,Standard,Mobile,3.6,18
2370,East India,Bengali,Standard,Smart TV,4.6,45
2371,West India,Punjabi,Premium,Mobile,4.6,24
2372,Northeast India,Tamil,Mobile,Laptop,3.6,46
2373,Northeast India,Bengali,Mobile,Mobile,4.2,14
2374,East India,Malayalam,Standard,Tablet,6.1,39
2375,Northeast India,Tamil,Basic,Laptop,2.5,44
2376,South India,Hindi,Mobile,Mobile,4.4,4
2377,East India,Kannada,Premium,Laptop,3.6,16
2378,South India,Hindi,Standard,Mobile,4.8,10
2379,North India,Gujarati,Basic,Mobile,2.5,37
2380,South India,Telugu,Standard,Smart TV,3.7,27
2381,North India,Marathi,Standard,Mobile,2.7,1
2382,North India,Kannada,Standard,Mobile,1.4,5
2383,South India,Hindi,Standard,Laptop,5.2,13
2384,East India,Marathi,Mobile,Mobile,3.0,45
2385,Northeast India,Kannada,Standard,Smart TV,2.5,3
2386,Northeast India,Marathi,Mobile,Mobile,2.8,17
2387,North India,Bengali,Mobile,Smart TV,5.7,19
2388,North India,Hindi,Premium,Laptop,5.1,37
2389,East India,Punjabi,Basic,Laptop,3.2,5
2390,West India,Bengali,Standard,Mobile,4.5,47
2391,South India,Kannada,Standard,Laptop,2.2,42
2392,North India,Kannada,Premium,Mobile,4.1,44
2393,Northeast India,Tamil,Premium,Mobile,3.0,24
2394,East India,Hindi,Basic,Smart TV,4.0,43
2395,South India,Gujarati,Basic,Mobile,1.9,33
2396,East India,Gujarati,Mobile,Laptop,2.8,21
2397,South India,Kannada,Basic,Smart TV,3.7,3
2398,South India,Gujarati,Basic,Mobile,3.7,4
2399,North India,Telugu,Basic,Mobile,1.7,32
2400,East India,Tamil,Standard,Smart TV,2.3,24
2401,East India,Kannada,Premium,Smart TV,4.0,35
2402,Northeast India,Gujarati,Standard,Smart TV,3.9,18
2403,Northeast India,Hindi,Standard,Tablet,4.3,3
2404,North India,Punjabi,Basic,Laptop,3.7,39
2405,North India,Bengali,Mobile,Mobile,2.2,26
2406,West India,Bengali,Mobile,Laptop,3.1,24
2407,Northeast India,Telugu,Standard,Smart TV,4.1,1
2408,South India,Marathi,Mobile,Mobile,2.3,34
2409,East India,Hindi,Standard,Smart TV,2.1,12
2410,North India,Marathi,Basic,Smart TV,3.1,17
2411,East India,Tamil,Mobile,Laptop,3.8,21
2412,East India,Punjabi,Mobile,Smart TV,1.3,21
2413,West India,Tamil,Basic,Laptop,3.2,3
2414,Northeast India,Kannada,Basic,Mobile,4.1,44
2415,North India,Hindi,Standard,Smart TV,4.4,28
2416,East India,Kannada,Standard,Laptop,2.3,25
2417,North India,Malayalam,Basic,Mobile,3.9,44
2418,South India,Gujarati,Standard,Mobile,4.7,6
2419,West India,Bengali,Basic,Smart TV,4.2,42
2420,South India,Kannada,Premium,Smart TV,3.0,30
2421,North India,Marathi,Mobile,Tablet,0.6,32
2422,North India,Malayalam,Standard,Mobile,3.8,22
2423,Northeast India,Bengali,Basic,Smart TV,5.4,38
2424,East India,Kannada,Mobile,Laptop,4.5,14
2425,East India,Malayalam,Mobile,Smart TV,4.4,34
2426,South India,Malayalam,Basic,Smart TV,3.7,43
2427,West India,Hindi,Mobile,Smart TV,4.6,47
2428,East India,Tamil,Mobile,Mobile,3.9,26
2429,Northeast India,Malayalam,Premium,Smart TV,1.4,40
2430,South India,Telugu,Standard,Mobile,4.6,13
2431,South India,Tamil,Standard,Laptop,2.5,30
2432,Northeast India,Bengali,Standard,Smart TV,3.6,19
2433,West India,Bengali,Premium,Mobile,4.4,42
2434,Northeast India,Bengali,Basic,Mobile,2.6,41
2435,West India,Bengali,Mobile,Mobile,2.3,39
2436,Northeast India,Telugu,Premium,Tablet,4.1,3
2437,Northeast India,Kannada,Standard,Mobile,2.2,31
2438,North India,Punjabi,Basic,Smart TV,3.3,12
2439,South India,Malayalam,Basic,Mobile,4.9,15
2440,Northeast India,Bengali,Basic,Smart TV,5.5,45
2441,Northeast India,Tamil,Premium,Mobile,1.4,38
2442,East India,Tamil,Basic,Smart TV,3.2,40
2443,South India,Malayalam,Premium,Smart TV,5.0,14
2444,East India,Kannada,Premium,Mobile,3.0,35
2445,South India,Punjabi,Standard,Smart TV,4.5,16
2446,East India,Kannada,Basic,Mobile,4.5,24
2447,Northeast India,Malayalam,Basic,Smart TV,2.8,17
2448,Northeast India,Marathi,Mobile,Tablet,4.0,18
2449,North India,Telugu,Mobile,Smart TV,4.1,42
2450,East India,Malayalam,Standard,Tablet,4.6,17
2451,West India,Gujarati,Basic,Mobile,1.5,16
2452,North India,Hindi,Mobile,Laptop,5.1,21
2453,East India,Hindi,Mobile,Smart TV,4.3,24
2454,East India,Kannada,Premium,Mobile,2.1,34
2455,North India,Malayalam,Basic,Mobile,3.3,36
2456,Northeast India,Malayalam,Premium,Mobile,4.5,43
2457,East India,Hindi,Basic,Mobile,2.2,27
2458,Northeast India,Punjabi,Basic,Mobile,2.4,39
2459,North India,Hindi,Mobile,Mobile,3.5,17
2460,Northeast India,Malayalam,Basic,Smart TV,3.0,25
2461,South India,Punjabi,Standard,Smart TV,3.8,38
2462,West India,Bengali,Mobile,Mobile,4.5,42
2463,East India,Gujarati,Basic,Smart TV,3.8,21
2464,West India,Marathi,Standard,Smart TV,3.5,4
2465,Northeast India,Telugu,Standard,Smart TV,4.5,25
2466,East India,Bengali,Standard,Smart TV,3.4,30
2467,Northeast India,Tamil,Basic,Mobile,2.6,33
2468,South India,Hindi,Basic,Mobile,4.9,39
2469,North India,Gujarati,Premium,Tablet,0.6,26
2470,East India,Hindi,Premium,Mobile,3.6,25
2471,South India,Hindi,Premium,Tablet,3.1,16
2472,South India,Bengali,Basic,Mobile,2.4,24
2473,East India,Marathi,Standard,Tablet,3.9,5
2474,Northeast India,Punjabi,Standard,Laptop,4.1,42
2475,South India,Hindi,Mobile,Mobile,2.5,39
2476,West India,Kannada,Standard,Mobile,1.8,13
2477,South India,Malayalam,Standard,Smart TV,1.9,30
2478,Northeast India,Gujarati,Mobile,Smart TV,5.7,7
2479,Northeast India,Kannada,Mobile,Tablet,5.8,47
2480,West India,Bengali,Standard,Tablet,3.5,17
2481,South India,Bengali,Mobile,Laptop,1.9,27
2482,Northeast India,Marathi,Mobile,Laptop,3.3,35
2483,East India,Marathi,Basic,Tablet,0.9,5
2484,North India,Punjabi,Mobile,Mobile,3.9,42
2485,North India,Malayalam,Premium,Mobile,2.3,5
2486,North India,Gujarati,Basic,Mobile,2.0,24
2487,South India,Malayalam,Basic,Mobile,4.7,7
2488,West India,Tamil,Premium,Smart TV,3.3,7
2489,Northeast India,Marathi,Basic,Mobile,4.5,14
2490,East India,Punjabi,Basic,Mobile,4.9,15
2491,East India,Telugu,Standard,Mobile,3.4,5
2492,South India,Hindi,Basic,Laptop,3.5,37
2493,North India,Hindi,Basic,Mobile,4.8,4
2494,South India,Telugu,Standard,Smart TV,2.9,30
2495,West India,Malayalam,Standard,Laptop,4.9,20
2496,West India,Telugu,Standard,Mobile,1.1,26
2497,Northeast India,Punjabi,Premium,Smart TV,3.1,9
2498,Northeast India,Gujarati,Standard,Mobile,3.7,30
2499,West India,Telugu,Standard,Mobile,2.1,44
2500,West India,Punjabi,Premium,Tablet,3.9,22
2501,West India,Marathi,Mobile,Mobile,3.7,40
2502,South India,Kannada,Basic,Smart TV,2.6,41
2503,West India,Bengali,Standard,Mobile,2.6,44
2504,East India,Bengali,Basic,Laptop,2.5,30
2505,North India,Tamil,Mobile,Mobile,1.6,20
2506,West India,Malayalam,Basic,Laptop,5.4,28
2507,North India,Gujarati,Basic,Smart TV,3.2,7
2508,South India,Kannada,Basic,Laptop,1.9,4
2509,North India,Kannada,Standard,Laptop,3.4,28
2510,South India,Marathi,Premium,Laptop,3.8,35
2511,East India,Telugu,Standard,Mobile,2.5,33
2512,South India,Malayalam,Standard,Laptop,3.1,7
2513,South India,Hindi,Basic,Mobile,5.1,9
2514,Northeast India,Kannada,Basic,Laptop,2.1,34
2515,West India,Punjabi,Basic,Mobile,2.8,39
2516,West India,Hindi,Standard,Smart TV,1.1,42
2517,East India,Tamil,Mobile,Mobile,5.7,34
2518,East India,Telugu,Basic,Mobile,4.3,13
2519,West India,Telugu,Standard,Mobile,3.4,29
2520,Northeast India,Gujarati,Basic,Mobile,2.6,35
2521,West India,Kannada,Premium,Mobile,2.6,45
2522,Northeast India,Marathi,Standard,Laptop,3.2,10
2523,East India,Bengali,Mobile,Smart TV,4.1,30
2524,North India,Punjabi,Basic,Mobile,2.2,44
2525,East India,Hindi,Standard,Laptop,2.9,26
2526,East India,Tamil,Basic,Mobile,4.5,35
2527,South India,Bengali,Mobile,Mobile,5.4,28
2528,South India,Telugu,Basic,Mobile,4.2,29
2529,South India,Hindi,Premium,Mobile,2.7,6
2530,South India,Malayalam,Basic,Smart TV,3.3,3
2531,Northeast India,Kannada,Premium,Mobile,4.0,29
2532,West India,Tamil,Standard,Tablet,3.2,2
2533,North India,Malayalam,Mobile,Mobile,4.4,22
2534,East India,Marathi,Standard,Smart TV,2.6,46
2535,Northeast India,Kannada,Basic,Laptop,5.4,47
2536,North India,Hindi,Mobile,Mobile,3.4,27
2537,Northeast India,Kannada,Standard,Smart TV,2.7,22
2538,Northeast India,Bengali,Standard,Laptop,4.2,10
2539,East India,Gujarati,Mobile,Smart TV,2.3,19
2540,West India,Bengali,Premium,Tablet,3.7,24
2541,South India,Marathi,Standard,Mobile,5.2,27
2542,West India,Punjabi,Premium,Laptop,2.0,36
2543,East India,Malayalam,Basic,Mobile,4.9,43
2544,East India,Bengali,Premium,Smart TV,2.0,17
2545,East India,Gujarati,Basic,Mobile,4.5,10
2546,North India,Punjabi,Mobile,Tablet,2.4,17
2547,West India,Bengali,Standard,Laptop,4.9,44
2548,West India,Telugu,Standard,Mobile,2.8,10
2549,Northeast India,Gujarati,Basic,Tablet,3.1,10
2550,Northeast India,Malayalam,Basic,Smart TV,2.4,38
2551,Northeast India,Tamil,Mobile,Smart TV,0.6,17
2552,East India,Punjabi,Standard,Smart TV,2.1,26
2553,West India,Telugu,Basic,Laptop,1.5,26
2554,East India,Tamil,Basic,Laptop,1.0,34
2555,North India,Hindi,Basic,Mobile,3.9,4
2556,Northeast India,Gujarati,Premium,Tablet,5.3,27
2557,East India,Telugu,Standard,Mobile,5.7,21
2558,East India,Kannada,Standard,Mobile,2.1,36
2559,North India,Hindi,Premium,Smart TV,3.4,38
2560,South India,Hindi,Basic,Tablet,4.9,46
2561,West India,Punjabi,Mobile,Smart TV,1.9,31
2562,South India,Gujarati,Mobile,Mobile,4.9,7
2563,Northeast India,Telugu,Standard,Mobile,5.0,44
2564,East India,Marathi,Mobile,Smart TV,1.2,34
2565,North India,Telugu,Basic,Mobile,0.7,18
2566,North India,Bengali,Mobile,Smart TV,3.0,24
2567,West India,Hindi,Mobile,Tablet,4.6,13
2568,South India,Malayalam,Basic,Mobile,1.7,13
2569,West India,Hindi,Premium,Mobile,1.1,25
2570,East India,Hindi,Standard,Laptop,3.6,5
2571,West India,Kannada,Premium,Mobile,4.3,39
2572,North India,Marathi,Premium,Tablet,2.7,29
2573,North India,Tamil,Mobile,Smart TV,2.8,44
2574,Northeast India,Tamil,Basic,Smart TV,4.3,46
2575,Northeast India,Kannada,Standard,Smart TV,2.5,33
2576,East India,Hindi,Premium,Laptop,2.5,24
2577,South India,Tamil,Basic,Tablet,3.8,10
2578,West India,Gujarati,Premium,Mobile,4.0,25
2579,East India,Marathi,Mobile,Mobile,3.2,41
2580,Northeast India,Tamil,Mobile,Smart TV,5.3,10
2581,West India,Kannada,Standard,Smart TV,4.4,39
2582,Northeast India,Bengali,Basic,Mobile,3.1,16
2583,West India,Tamil,Mobile,Smart TV,2.0,28
2584,South India,Marathi,Basic,Mobile,4.7,12
2585,East India,Punjabi,Mobile,Mobile,4.7,44
2586,West India,Punjabi,Standard,Laptop,3.4,32
2587,North India,Gujarati,Premium,Mobile,3.8,29
2588,North India,Telugu,Premium,Mobile,4.3,45
2589,West India,Telugu,Standard,Mobile,5.4,27
2590,West India,Tamil,Basic,Smart TV,4.6,26
2591,West India,Malayalam,Basic,Laptop,4.0,3
2592,North India,Bengali,Mobile,Smart TV,4.6,26
2593,North India,Kannada,Basic,Smart TV,4.9,39
2594,West India,Bengali,Mobile,Mobile,3.8,1
2595,Northeast India,Punjabi,Standard,Laptop,4.6,35
2596,Northeast India,Tamil,Premium,Smart TV,2.7,27
2597,South India,Marathi,Basic,Smart TV,4.7,46
2598,East India,Kannada,Standard,Smart TV,2.7,4
2599,Northeast India,Bengali,Mobile,Mobile,2.3,19
2600,North India,Marathi,Standard,Mobile,3.3,22
2601,Northeast India,Kannada,Standard,Smart TV,1.9,6
2602,South India,Bengali,Basic,Laptop,2.8,9
2603,South India,Gujarati,Mobile,Laptop,4.0,11
2604,East India,Punjabi,Premium,Mobile,3.8,22
2605,Northeast India,Hindi,Standard,Mobile,4.3,47
2606,North India,Kannada,Premium,Mobile,4.3,9
2607,North India,Punjabi,Standard,Mobile,3.9,29
2608,West India,Malayalam,Premium,Mobile,2.5,43
2609,North India,Tamil,Mobile,Smart TV,4.6,10
2610,East India,Marathi,Mobile,Mobile,3.4,34
2611,East India,Kannada,Basic,Mobile,3.8,31
2612,North India,Tamil,Mobile,Smart TV,3.6,22
2613,North India,Tamil,Basic,Smart TV,5.4,46
2614,West India,Hindi,Standard,Smart TV,2.1,4
2615,North India,Bengali,Basic,Tablet,3.1,2
2616,West India,Kannada,Mobile,Smart TV,4.1,5
2617,West India,Punjabi,Premium,Laptop,3.5,46
2618,North India,Telugu,Mobile,Mobile,2.9,15
2619,South India,Kannada,Basic,Laptop,1.2,19
2620,South India,Kannada,Standard,Mobile,3.2,38
2621,West India,Kannada,Standard,Tablet,3.9,15
2622,North India,Tamil,Basic,Smart TV,4.2,46
2623,South India,Marathi,Mobile,Mobile,3.3,8
2624,North India,Tamil,Standard,Smart TV,3.7,20
2625,North India,Marathi,Mobile,Mobile,2.1,12
2626,North India,Telugu,Mobile,Mobile,4.0,4
2627,Northeast India,Tamil,Standard,Mobile,3.5,38
2628,North India,Marathi,Basic,Mobile,3.7,43
2629,Northeast India,Tamil,Basic,Smart TV,3.2,39
2630,West India,Malayalam,Basic,Mobile,3.8,36
2631,South India,Tamil,Premium,Mobile,4.3,15
2632,South India,Telugu,Premium,Smart TV,3.8,1
2633,South India,Telugu,Basic,Tablet,1.3,31
2634,South India,Marathi,Mobile,Tablet,3.8,9
2635,South India,Marathi,Basic,Laptop,3.0,23
2636,South India,Telugu,Mobile,Laptop,2.7,26
2637,South India,Telugu,Basic,Smart TV,5.1,40
2638,West India,Hindi,Standard,Tablet,2.4,44
2639,North India,Kannada,Basic,Mobile,2.5,39
2640,East India,Gujarati,Basic,Smart TV,0.8,18
2641,Northeast India,Tamil,Mobile,Laptop,5.2,33
2642,East India,Bengali,Basic,Smart TV,4.6,41
2643,East India,Kannada,Basic,Mobile,3.1,39
2644,North India,Gujarati,Basic,Smart TV,4.2,14
2645,North India,Hindi,Standard,Mobile,0.8,1
2646,North India,Bengali,Standard,Mobile,4.1,13
2647,South India,Marathi,Basic,Mobile,2.5,15
2648,West India,Telugu,Basic,Smart TV,5.5,37
2649,South India,Malayalam,Mobile,Mobile,3.9,5
2650,West India,Punjabi,Mobile,Mobile,3.7,14
2651,West India,Telugu,Standard,Smart TV,2.5,14
2652,East India,Malayalam,Mobile,Tablet,2.5,46
2653,East India,Gujarati,Standard,Mobile,4.2,5
2654,West India,Marathi,Standard,Laptop,2.5,11
2655,West India,Bengali,Premium,Smart TV,2.5,32
2656,South India,Gujarati,Premium,Mobile,5.2,5
2657,South India,Telugu,Mobile,Smart TV,3.8,36
2658,East India,Telugu,Premium,Mobile,2.2,15
2659,North India,Bengali,Standard,Smart TV,4.2,7
2660,West India,Punjabi,Standard,Mobile,3.2,5
2661,South India,Malayalam,Mobile,Mobile,1.4,30
2662,East India,Gujarati,Premium,Smart TV,2.9,15
2663,South India,Marathi,Mobile,Mobile,2.2,30
