Order_ID,Customer_ID,Restaurant_Name,Food_Category,Order_Amount,Delivery_Time_Minutes,Payment_Mode,Customer_Rating,Promo_Used,Order_Date,Delivery_Area
1954,146,Taco Land,Biryani,200,50,Cash,3,Yes,1/15/2023,Zone 1
2646,820,Burger Town,Biryani,300,20,Wallet,4,No,2/22/2023,Zone 2
5510,838,PizzaHub,,300,20,Card,3,Yes,3/1/2023,Zone 2
3635,835,BiryaniHouse,Taco,300,25,Card,2,No,2/17/2023,Zone 2
3200,587,BiryaniHouse,Sushi,200,25,Cash,5,No,1/16/2023,Zone 2
5057,584,Biryani House,Biryani,200,,Wallet,4,No,3/11/2023,Zone 3
1422,876,Pizzahub,Pizza,200,30,Wallet,3,No,2/12/2023,Zone 2
1055,851,BiryaniHouse,Sushi,200,30,Card,1,No,1/25/2023,Zone 1
2484,959,Taco Land,Pizza,150,25,Cash,3,No,1/20/2023,Zone 1
5354,386,Biriyani Hause,Biryani,250,40,Cash,5,Yes,2/9/2023,Zone 2
1542,190,Pizza Hub,,250,30,Cash,3,Yes,2/19/2023,Zone 1
2151,274,Biriyani Hause,Taco,500,20,Wallet,2,No,1/10/2023,Zone 1
2236,687,Pizzahub,Burger,300,35,Cash,2,Yes,1/14/2023,Zone 2
1674,959,Pizzahub,Biryani,150,45,Card,4,No,3/29/2023,Zone 1
1140,354,Pizzahub,Pizza,150,20,Cash,2,No,3/15/2023,Zone 3
2821,992,BurgerTown,Biryani,250,40,Wallet,5,No,2/17/2023,Zone 1
1453,597,SushiPlace,Taco,500,35,Cash,5,No,3/23/2023,Zone 3
2162,759,Pizza Hub,Taco,500,30,Card,1,No,1/22/2023,Zone 2
2802,504,BurgerTown,Pizza,500,35,Cash,3,No,1/30/2023,Zone 1
1241,584,Pizza Hub,Biryani,250,45,Cash,1,Yes,3/21/2023,Zone 3
4425,119,Burger Town,Pizza,200,35,Card,2,No,2/24/2023,Zone 2
1286,116,Pizzahub,Biryani,250,30,Card,4,Yes,3/17/2023,Zone 2
2627,657,Taco Land,Taco,300,35,Wallet,2,Yes,3/22/2023,Zone 2
1414,627,Sushi Place,Biryani,200,25,Card,1,No,3/15/2023,Zone 2
4414,318,BurgerTown,Pizza,150,35,Card,2,Yes,2/4/2023,Zone 2
5258,400,Tacoland,Burger,500,20,Wallet,1,Yes,3/26/2023,Zone 3
5436,304,Biriyani Hause,,150,30,Cash,1,Yes,1/28/2023,Zone 2
3900,595,SushiPlace,Pizza,500,30,Cash,4,No,2/27/2023,Zone 1
1521,656,SushiPlace,Burger,250,45,Cash,6,No,2/5/2023,Zone 3
4322,192,BiryaniHouse,Taco,150,35,Wallet,2,No,2/8/2023,Zone 2
1459,284,SushiPlace,Pizza,,20,Card,3,No,3/4/2023,Zone 3
3714,953,SushiPlace,Biryani,200,25,Cash,4,No,3/24/2023,Zone 3
1868,392,BiryaniHouse,Biryani,300,45,Card,5,Yes,3/14/2023,Zone 1
3902,423,BurgerTown,Taco,150,25,Cash,3,Yes,3/4/2023,Zone 1
4669,196,BiryaniHouse,Pizza,150,40,Wallet,3,Yes,2/1/2023,Zone 3
4542,163,BiryaniHouse,Pizza,250,40,Cash,5,No,2/12/2023,Zone 2
5694,142,Biryani Hause,,250,25,Wallet,3,No,1/8/2023,Zone 3
2934,892,Biriyani Hause,Taco,200,35,Cash,2,No,3/13/2023,Zone 1
5761,306,Biryani House,Taco,150,30,Wallet,3,No,1/7/2023,Zone 2
5507,813,Taco Land,Sushi,500,,Cash,4,Yes,1/16/2023,Zone 2
3444,403,Pizzahub,Sushi,200,35,Card,1,No,1/14/2023,Zone 1
3146,443,Sushi Place,Pizza,200,40,Wallet,2,Yes,2/27/2023,Zone 1
5651,535,SushiPlace,Taco,200,50,Cash,4,No,1/27/2023,Zone 1
1037,331,Burger Town,Taco,500,20,Wallet,4,No,2/5/2023,Zone 2
3819,849,Burger Town,Biryani,250,35,Card,5,Yes,1/25/2023,Zone 2
1205,691,Biryani House,Sushi,150,45,Wallet,1,Yes,2/28/2023,Zone 1
5398,392,Pizza Hub,Sushi,250,35,Wallet,3,No,3/26/2023,Zone 1
3020,646,SushiPlace,Biryani,300,50,Cash,4,Yes,1/15/2023,Zone 2
1519,227,Sushi Place,Biryani,250,45,Wallet,3,Yes,1/31/2023,Zone 2
5033,818,Pizzahub,Pizza,200,20,Card,2,No,1/6/2023,Zone 2
2543,675,Biriyani Hause,Sushi,300,35,Wallet,3,No,2/7/2023,Zone 1
4064,279,Pizza Hub,Biryani,250,,Card,2,No,1/14/2023,Zone 1
2752,696,SushiPlace,Pizza,500,20,Wallet,5,Yes,3/6/2023,Zone 2
3634,297,Biryani Hause,,500,25,Card,3,Yes,2/11/2023,Zone 1
5473,755,Pizza Hub,Burger,200,25,Card,2,Yes,1/12/2023,Zone 3
4640,458,Biriyani Hause,Pizza,200,20,Card,3,No,3/6/2023,Zone 2
3185,901,Burger Town,Taco,150,30,Card,1,No,1/13/2023,Zone 1
3169,596,Biriyani Hause,Taco,250,20,Cash,5,Yes,1/15/2023,Zone 3
4925,384,Biriyani Hause,Biryani,250,40,Wallet,3,No,1/24/2023,Zone 2
2535,163,PizzaHub,Taco,200,45,Wallet,2,No,2/19/2023,Zone 1
1408,517,Burger Town,Biryani,250,30,Cash,3,Yes,2/21/2023,Zone 2
2165,576,Pizzahub,Biryani,250,40,Card,2,Yes,1/4/2023,Zone 2
3228,196,Tacoland,Taco,500,50,Cash,3,Yes,2/21/2023,Zone 3
3410,272,Biriyani Hause,Sushi,250,35,Wallet,1,No,2/13/2023,Zone 3
2345,955,Burger Town,Pizza,200,,Wallet,,Yes,1/8/2023,Zone 1
4156,927,PizzaHub,Sushi,300,35,Card,5,No,2/5/2023,Zone 3
4375,762,PizzaHub,,150,40,Cash,4,No,3/13/2023,Zone 3
5220,596,Pizza Hub,Pizza,500,45,Wallet,5,No,1/31/2023,Zone 1
3494,964,Sushi Place,Pizza,200,30,Wallet,4,Yes,3/29/2023,Zone 2
5959,633,Biriyani Hause,Sushi,500,40,Card,2,Yes,2/22/2023,Zone 2
5451,985,Biriyani Hause,,200,30,Card,3,Yes,1/7/2023,Zone 3
2460,546,Biriyani Hause,Pizza,500,50,Wallet,3,No,1/16/2023,Zone 1
3522,199,PizzaHub,Biryani,150,35,Wallet,4,No,1/13/2023,Zone 2
1282,271,Taco Land,Taco,,,Cash,3,No,3/1/2023,Zone 1
5713,784,Tacoland,Biryani,500,20,Wallet,2,Yes,2/12/2023,Zone 3
3966,847,BiryaniHouse,Biryani,500,50,Wallet,3,Yes,3/11/2023,Zone 2
4339,151,Biryani House,Pizza,150,45,Cash,4,Yes,3/6/2023,Zone 3
2194,700,SushiPlace,Taco,,45,Cash,2,No,2/17/2023,Zone 1
5247,114,Biryani House,Taco,200,30,Wallet,2,No,2/25/2023,Zone 3
2124,481,Taco Land,Taco,300,40,Card,2,Yes,1/18/2023,Zone 3
2048,615,Biryani House,Burger,150,40,Cash,3,Yes,1/24/2023,Zone 3
2198,764,Pizza Hub,Burger,150,,Cash,4,No,1/4/2023,Zone 1
4756,526,Burger Town,Pizza,300,30,Wallet,2,Yes,1/24/2023,Zone 3
1740,689,BiryaniHouse,Sushi,300,45,Card,6,No,3/10/2023,Zone 1
2157,437,PizzaHub,Taco,300,30,Cash,1,Yes,1/13/2023,Zone 1
3159,430,Sushi Place,Pizza,250,30,Card,5,No,3/6/2023,Zone 2
2145,642,Taco Land,,200,50,Wallet,1,Yes,2/11/2023,Zone 2
1624,858,Biryani Hause,Burger,250,35,Cash,3,No,2/28/2023,Zone 2
1321,168,BurgerTown,Biryani,250,25,Wallet,2,No,2/18/2023,Zone 2
4188,306,Taco Land,Sushi,250,50,Wallet,3,No,1/18/2023,Zone 2
5583,448,Pizza Hub,Taco,300,40,Card,4,Yes,3/1/2023,Zone 2
4500,548,Burger Town,Biryani,200,50,Wallet,5,No,3/20/2023,Zone 2
4981,695,BurgerTown,Pizza,250,45,Wallet,3,No,1/28/2023,Zone 1
2241,998,Taco Land,Biryani,,50,Wallet,2,No,1/21/2023,Zone 2
5089,159,Biryani Hause,Taco,500,50,Wallet,3,No,2/7/2023,Zone 3
5823,191,Biriyani Hause,,300,45,Wallet,2,No,3/10/2023,Zone 1
4452,842,Pizza Hub,Sushi,500,20,Card,4,No,3/20/2023,Zone 2
2547,315,Biryani Hause,Sushi,150,25,Wallet,1,No,2/4/2023,Zone 2
5099,221,Biryani Hause,Sushi,300,20,Cash,4,No,2/24/2023,Zone 2
1587,496,Pizzahub,Sushi,500,40,Card,2,Yes,2/17/2023,Zone 3
1172,536,Burger Town,Burger,150,20,Wallet,3,No,3/14/2023,Zone 1
4722,579,Biryani Hause,Taco,300,35,Card,3,Yes,2/27/2023,Zone 2
4931,350,Tacoland,Pizza,500,25,Cash,2,Yes,2/18/2023,Zone 1
2525,322,BurgerTown,Burger,500,40,Wallet,5,No,3/12/2023,Zone 1
4604,855,Burger Town,Pizza,150,40,Card,2,No,3/15/2023,Zone 2
3698,479,BiryaniHouse,Sushi,,35,Card,4,No,2/23/2023,Zone 1
5123,540,Biryani Hause,Taco,,25,Wallet,5,Yes,2/23/2023,Zone 2
5046,717,SushiPlace,,200,40,Wallet,3,Yes,3/28/2023,Zone 1
2648,612,BiryaniHouse,Taco,500,30,Cash,5,No,2/8/2023,Zone 3
2151,611,Biryani Hause,Pizza,200,25,Cash,4,Yes,1/25/2023,Zone 2
5716,248,Taco Land,Biryani,150,30,Card,1,No,1/25/2023,Zone 1
3199,445,SushiPlace,Biryani,500,35,Cash,3,Yes,3/12/2023,Zone 3
5727,733,Biriyani Hause,Taco,150,35,Cash,2,Yes,3/2/2023,Zone 2
4330,283,Taco Land,Sushi,250,35,Cash,1,No,2/10/2023,Zone 2
5234,563,Pizzahub,Burger,250,40,Wallet,3,No,3/2/2023,Zone 3
5017,667,Biryani House,Biryani,150,25,Cash,4,Yes,3/4/2023,Zone 2
4123,216,BurgerTown,Burger,300,25,Card,3,No,1/4/2023,Zone 1
5128,345,Biryani House,Sushi,150,25,Card,2,No,1/15/2023,Zone 3
1752,504,Biryani Hause,Pizza,300,20,Wallet,5,Yes,2/22/2023,Zone 1
1656,168,BurgerTown,Pizza,300,45,Wallet,3,Yes,1/27/2023,Zone 3
5391,254,Burger Town,Taco,200,20,Cash,4,Yes,1/20/2023,Zone 1
5753,331,BiryaniHouse,Sushi,500,40,Wallet,3,Yes,2/8/2023,Zone 2
2323,731,Pizzahub,Taco,500,20,Card,1,Yes,3/8/2023,Zone 1
1622,808,Burger Town,Sushi,150,30,Wallet,4,No,3/28/2023,Zone 2
3307,522,SushiPlace,Taco,200,20,Wallet,5,Yes,1/25/2023,Zone 2
1751,170,Burger Town,Taco,200,30,Cash,4,Yes,2/13/2023,Zone 3
2264,136,Sushi Place,Taco,500,20,Cash,3,Yes,2/15/2023,Zone 2
5520,170,Tacoland,Pizza,150,25,Cash,2,No,1/31/2023,Zone 3
1416,283,Biryani House,Taco,500,25,Card,3,Yes,3/3/2023,Zone 1
3751,374,Pizzahub,Burger,500,45,Wallet,3,Yes,1/22/2023,Zone 1
2885,247,Pizzahub,Pizza,150,45,Card,4,Yes,2/21/2023,Zone 3
1435,702,SushiPlace,Taco,200,50,Card,1,No,1/6/2023,Zone 3
3221,171,Taco Land,Pizza,250,45,Wallet,3,Yes,2/10/2023,Zone 2
4419,571,SushiPlace,Sushi,500,50,Cash,3,No,3/2/2023,Zone 2
5193,924,Sushi Place,Taco,250,40,Wallet,2,Yes,1/29/2023,Zone 3
5021,953,Tacoland,,150,45,Wallet,2,No,1/3/2023,Zone 3
1230,686,Tacoland,Biryani,300,50,Wallet,3,No,3/28/2023,Zone 1
5430,697,BurgerTown,Taco,300,35,Cash,5,No,3/17/2023,Zone 3
3219,197,PizzaHub,Taco,150,30,Cash,3,Yes,2/5/2023,Zone 2
5595,644,Biryani House,Biryani,,50,Card,2,Yes,1/22/2023,Zone 3
3781,182,Tacoland,Pizza,200,25,Wallet,5,Yes,1/21/2023,Zone 3
5891,314,Biryani Hause,Taco,250,40,Card,2,No,1/3/2023,Zone 2
5262,850,Biryani House,Biryani,200,,Cash,4,No,1/5/2023,Zone 1
1473,462,Biryani Hause,Taco,150,35,Cash,3,No,3/3/2023,Zone 3
3841,753,Pizzahub,Pizza,500,30,Cash,4,Yes,3/21/2023,Zone 3
4435,741,Biryani House,Biryani,200,30,Cash,2,No,3/2/2023,Zone 2
2622,337,Taco Land,Pizza,500,35,Cash,4,Yes,2/11/2023,Zone 2
4975,683,Taco Land,Burger,250,45,Cash,3,Yes,3/16/2023,Zone 3
4452,390,Biriyani Hause,Taco,300,35,Card,1,No,3/5/2023,Zone 2
5979,448,Pizzahub,Taco,150,30,Card,3,Yes,1/22/2023,Zone 1
1651,342,BiryaniHouse,Burger,250,35,Wallet,3,No,2/28/2023,Zone 1
2209,819,Burger Town,Pizza,300,20,Cash,1,No,2/18/2023,Zone 1
4217,827,Biryani Hause,Pizza,150,40,Cash,5,No,3/9/2023,Zone 1
5666,617,Pizzahub,Pizza,300,20,Wallet,3,No,2/14/2023,Zone 2
4004,840,Biryani Hause,Biryani,,35,Wallet,2,Yes,1/13/2023,Zone 3
4590,889,Biryani House,Burger,250,40,Cash,5,Yes,3/13/2023,Zone 1
1986,511,Biriyani Hause,Biryani,150,45,Cash,2,Yes,2/4/2023,Zone 3
4426,716,Biriyani Hause,Taco,500,40,Card,5,Yes,2/25/2023,Zone 3
2466,504,PizzaHub,Burger,,40,Card,,Yes,2/17/2023,Zone 2
4503,256,Biriyani Hause,Taco,300,25,Wallet,4,Yes,3/14/2023,Zone 3
5059,364,Tacoland,Biryani,,35,Wallet,5,No,1/5/2023,Zone 3
5246,258,Tacoland,Biryani,250,30,Cash,4,Yes,3/10/2023,Zone 3
1145,199,Burger Town,Sushi,150,50,Wallet,1,No,3/17/2023,Zone 2
5756,533,Taco Land,Taco,150,20,Wallet,1,No,2/1/2023,Zone 2
3918,482,Pizza Hub,Taco,200,50,Card,2,Yes,2/11/2023,Zone 3
4196,940,SushiPlace,Taco,250,25,Wallet,5,Yes,2/26/2023,Zone 1
3380,247,Sushi Place,Pizza,,25,Cash,4,No,1/16/2023,Zone 2
3031,911,BurgerTown,,300,25,Cash,3,No,1/13/2023,Zone 3
1817,616,Biryani Hause,Taco,,30,Wallet,5,No,1/13/2023,Zone 2
2875,469,Sushi Place,Burger,150,45,Cash,5,Yes,1/11/2023,Zone 1
2287,801,Biriyani Hause,Pizza,,,Cash,3,Yes,3/16/2023,Zone 3
3117,378,Taco Land,Biryani,300,30,Wallet,2,No,3/15/2023,Zone 1
3071,653,PizzaHub,Taco,500,40,Cash,5,Yes,2/4/2023,Zone 3
4451,166,Tacoland,Pizza,250,20,Cash,5,No,3/3/2023,Zone 3
1753,981,Biryani House,Pizza,200,25,Card,3,Yes,1/6/2023,Zone 1
3839,969,Burger Town,Burger,150,,Wallet,2,Yes,2/22/2023,Zone 2
2141,598,Tacoland,Biryani,500,20,Cash,,Yes,1/17/2023,Zone 2
1865,238,Tacoland,Burger,250,35,Card,2,No,2/20/2023,Zone 1
3887,240,PizzaHub,Pizza,200,45,Card,3,No,1/15/2023,Zone 2
3209,430,Tacoland,Taco,500,40,Wallet,6,No,2/20/2023,Zone 2
2540,874,BurgerTown,Taco,250,25,Wallet,2,Yes,3/9/2023,Zone 2
1911,389,BiryaniHouse,Burger,200,,Card,4,No,3/29/2023,Zone 2
1666,912,Biryani House,Taco,300,20,Cash,1,No,1/8/2023,Zone 1
2979,537,Burger Town,Burger,,30,Card,3,No,3/17/2023,Zone 1
1158,571,Biriyani Hause,Sushi,300,50,Card,5,No,2/8/2023,Zone 3
5749,890,BurgerTown,Taco,300,45,Card,3,Yes,3/5/2023,Zone 1
4678,872,Tacoland,Taco,500,50,Wallet,3,Yes,1/29/2023,Zone 1
2239,418,Pizza Hub,Burger,200,20,Wallet,3,No,2/14/2023,Zone 1
3914,298,BurgerTown,Burger,500,25,Wallet,5,No,2/6/2023,Zone 2
5979,991,Burger Town,Taco,300,50,Cash,3,No,3/5/2023,Zone 3
4470,338,Sushi Place,Pizza,500,40,Card,4,No,1/9/2023,Zone 1
5115,965,Burger Town,Pizza,300,25,Wallet,5,No,1/10/2023,Zone 1
4441,407,Biriyani Hause,Sushi,150,50,Card,3,No,3/7/2023,Zone 1
1953,428,Burger Town,Burger,200,30,Card,3,No,1/29/2023,Zone 1
3459,623,BurgerTown,Biryani,250,20,Wallet,1,No,3/8/2023,Zone 2
3842,880,SushiPlace,Taco,200,50,Cash,2,No,1/21/2023,Zone 3
2594,548,Burger Town,Taco,200,35,Cash,4,Yes,1/22/2023,Zone 3
1998,863,BiryaniHouse,Pizza,500,40,Wallet,4,No,1/4/2023,Zone 2
5963,432,BurgerTown,Sushi,300,45,Wallet,1,Yes,3/25/2023,Zone 1
3941,615,PizzaHub,Taco,200,,Cash,4,Yes,2/4/2023,Zone 2
2943,264,SushiPlace,Burger,300,50,Wallet,1,Yes,2/28/2023,Zone 2
1479,278,Taco Land,Biryani,250,30,Wallet,4,Yes,2/17/2023,Zone 3
1258,562,Pizzahub,Taco,300,20,Cash,2,Yes,1/5/2023,Zone 3
1143,557,Biryani Hause,Biryani,250,50,Cash,4,No,1/9/2023,Zone 1
3113,287,BurgerTown,Sushi,500,45,Wallet,2,No,2/1/2023,Zone 2
3260,563,Tacoland,Sushi,300,30,Card,2,No,1/16/2023,Zone 2
5482,463,Taco Land,Taco,300,35,Wallet,1,Yes,1/12/2023,Zone 2
1316,444,Burger Town,Biryani,500,40,Wallet,2,Yes,1/17/2023,Zone 1
3940,698,Biryani Hause,Taco,150,35,Wallet,1,No,1/19/2023,Zone 3
3520,763,Biryani House,Sushi,200,30,Wallet,3,Yes,3/29/2023,Zone 2
1762,605,Biryani House,Taco,500,35,Card,2,Yes,3/6/2023,Zone 2
4772,585,Biryani Hause,Taco,500,,Wallet,3,Yes,3/17/2023,Zone 2
5815,984,Pizza Hub,Pizza,500,30,Cash,1,No,3/15/2023,Zone 1
4595,274,Pizza Hub,Biryani,300,30,Cash,1,No,1/1/2023,Zone 2
5820,657,Pizzahub,Burger,250,,Wallet,3,Yes,3/15/2023,Zone 3
4474,340,SushiPlace,Biryani,250,25,Cash,2,No,1/28/2023,Zone 3
4889,473,Taco Land,Biryani,150,45,Wallet,1,No,3/19/2023,Zone 1
1763,854,Biryani Hause,Sushi,200,45,Wallet,5,Yes,1/9/2023,Zone 3
1233,470,Biryani Hause,Burger,300,40,Wallet,,Yes,1/23/2023,Zone 2
1482,878,PizzaHub,Biryani,,40,Wallet,2,Yes,3/6/2023,Zone 3
2160,164,Pizzahub,Burger,300,30,Wallet,3,No,1/1/2023,Zone 2
2236,932,Taco Land,Pizza,250,40,Cash,6,No,1/27/2023,Zone 1
2828,810,Taco Land,Sushi,500,20,Wallet,1,No,2/5/2023,Zone 2
2354,115,Burger Town,Pizza,250,40,Cash,1,Yes,3/20/2023,Zone 3
5052,726,SushiPlace,Biryani,150,45,Card,2,No,2/13/2023,Zone 3
2220,920,Sushi Place,Burger,,40,Cash,2,Yes,2/25/2023,Zone 2
5257,162,Biryani Hause,,300,40,Cash,5,Yes,1/26/2023,Zone 1
2508,499,SushiPlace,Sushi,250,25,Wallet,2,No,3/30/2023,Zone 2
5191,469,Biriyani Hause,Sushi,150,30,Cash,5,No,2/3/2023,Zone 1
4465,360,Pizza Hub,Sushi,150,45,Cash,6,Yes,3/19/2023,Zone 2
2921,118,Pizzahub,Pizza,200,40,Cash,6,Yes,3/2/2023,Zone 1
2814,263,BurgerTown,Sushi,,35,Cash,3,Yes,2/13/2023,Zone 2
2876,559,Biryani House,Burger,200,35,Wallet,1,No,1/14/2023,Zone 2
3178,518,Biryani House,Biryani,300,25,Wallet,2,No,2/25/2023,Zone 2
5174,768,Pizza Hub,Taco,150,35,Cash,5,No,3/24/2023,Zone 1
4913,396,Biryani House,Pizza,300,50,Wallet,3,Yes,1/8/2023,Zone 3
4886,594,PizzaHub,,500,35,Wallet,2,No,3/3/2023,Zone 2
1456,433,Biriyani Hause,Biryani,500,30,Cash,5,Yes,3/29/2023,Zone 1
1436,487,Biryani House,Sushi,300,20,Card,3,No,2/23/2023,Zone 2
4543,373,BiryaniHouse,Sushi,250,20,Cash,3,No,3/12/2023,Zone 1
4229,123,Biriyani Hause,Taco,500,35,Cash,3,Yes,3/22/2023,Zone 1
4008,985,Biryani Hause,Taco,300,25,Card,3,No,2/22/2023,Zone 2
1955,329,Pizza Hub,Sushi,500,45,Cash,4,No,1/18/2023,Zone 3
2158,538,Pizza Hub,Burger,300,50,Cash,4,No,1/11/2023,Zone 1
5657,296,BurgerTown,Pizza,500,50,Cash,2,Yes,2/4/2023,Zone 1
4284,235,Taco Land,Biryani,200,35,Card,3,Yes,2/27/2023,Zone 3
2053,591,BurgerTown,Taco,300,25,Card,5,No,3/1/2023,Zone 3
5134,241,Tacoland,Burger,300,30,Wallet,2,No,2/26/2023,Zone 3
4902,338,Biryani Hause,Taco,150,50,Card,5,No,3/28/2023,Zone 2
1880,472,Biryani Hause,Taco,500,20,Cash,2,Yes,2/12/2023,Zone 1
1345,846,Burger Town,Burger,150,50,Cash,5,No,1/8/2023,Zone 1
1338,729,Biryani House,Biryani,250,20,Card,4,No,3/22/2023,Zone 3
5621,786,Biriyani Hause,Biryani,200,20,Wallet,3,Yes,1/15/2023,Zone 3
4111,975,Taco Land,Pizza,300,40,Wallet,4,No,2/3/2023,Zone 3
4049,700,SushiPlace,Burger,150,50,Cash,3,Yes,3/6/2023,Zone 2
5409,876,Biryani Hause,Burger,250,35,Card,3,Yes,2/7/2023,Zone 1
5638,932,Biryani Hause,Pizza,,20,Cash,3,No,2/14/2023,Zone 3
2278,161,BiryaniHouse,Taco,500,40,Wallet,2,Yes,2/2/2023,Zone 1
2608,150,Biriyani Hause,Pizza,500,35,Wallet,4,No,1/7/2023,Zone 3
4393,126,Sushi Place,Taco,300,35,Cash,2,Yes,3/13/2023,Zone 2
1635,225,Biryani Hause,Sushi,300,35,Card,3,No,1/15/2023,Zone 3
5067,656,BiryaniHouse,Taco,250,25,Cash,3,Yes,1/2/2023,Zone 3
2149,535,BurgerTown,Taco,300,25,Card,5,No,1/22/2023,Zone 2
3116,559,Burger Town,Biryani,200,20,Cash,4,No,1/10/2023,Zone 3
2749,330,PizzaHub,Burger,500,50,Card,3,No,1/18/2023,Zone 2
2231,612,BurgerTown,Taco,500,25,Cash,5,Yes,3/23/2023,Zone 2
5301,371,Taco Land,Sushi,250,35,Wallet,5,Yes,2/26/2023,Zone 1
4528,962,Sushi Place,Sushi,250,25,Card,3,No,3/1/2023,Zone 2
3565,137,Pizza Hub,Sushi,200,25,Cash,,No,3/23/2023,Zone 2
2452,111,Taco Land,Biryani,200,25,Card,2,No,1/5/2023,Zone 3
5470,287,PizzaHub,Sushi,300,25,Wallet,3,Yes,3/26/2023,Zone 1
5708,772,Pizza Hub,Taco,300,30,Card,1,No,2/3/2023,Zone 3
1886,289,BiryaniHouse,Taco,500,45,Card,3,No,1/28/2023,Zone 2
2832,322,Pizzahub,Sushi,,30,Cash,4,No,3/13/2023,Zone 3
4774,474,Taco Land,Pizza,250,45,Wallet,1,Yes,1/30/2023,Zone 1
2281,543,Biryani House,Pizza,200,,Wallet,5,Yes,2/21/2023,Zone 1
5983,232,Biryani House,Taco,250,35,Card,5,Yes,3/22/2023,Zone 3
5666,686,Pizzahub,Pizza,500,35,Card,5,Yes,1/16/2023,Zone 3
4620,407,Biryani House,Pizza,250,45,Cash,3,Yes,2/9/2023,Zone 1
1811,139,BurgerTown,Taco,250,25,Wallet,5,Yes,1/3/2023,Zone 2
5393,994,BurgerTown,Biryani,300,,Wallet,3,No,1/23/2023,Zone 2
1489,300,BurgerTown,Burger,250,40,Wallet,6,No,2/16/2023,Zone 1
1764,688,Pizzahub,Taco,250,50,Wallet,2,Yes,1/27/2023,Zone 2
4178,503,Pizza Hub,Taco,200,,Card,1,No,1/9/2023,Zone 2
3219,445,PizzaHub,Sushi,200,25,Cash,,Yes,2/24/2023,Zone 3
2856,661,SushiPlace,Burger,200,20,Card,3,No,2/3/2023,Zone 2
1003,964,Biryani Hause,Taco,200,50,Cash,3,Yes,2/13/2023,Zone 3
2786,157,BurgerTown,Burger,250,40,Wallet,6,Yes,3/27/2023,Zone 3
1676,990,Pizza Hub,Pizza,,30,Wallet,5,No,1/11/2023,Zone 1
4869,640,Biriyani Hause,Burger,250,25,Card,,Yes,1/27/2023,Zone 2
5781,518,Burger Town,Sushi,500,20,Wallet,3,No,3/30/2023,Zone 1
5765,566,Biriyani Hause,Taco,250,40,Card,3,No,3/22/2023,Zone 3
3233,296,Taco Land,Sushi,200,45,Card,2,Yes,3/24/2023,Zone 3
2180,200,BiryaniHouse,Pizza,500,30,Wallet,3,Yes,3/23/2023,Zone 3
3925,360,Tacoland,Taco,300,50,Card,3,No,1/9/2023,Zone 2
1980,185,Pizza Hub,Sushi,150,40,Cash,2,Yes,2/20/2023,Zone 1
3890,872,Tacoland,Sushi,,20,Cash,4,Yes,1/17/2023,Zone 2
2894,424,PizzaHub,Taco,300,25,Cash,1,Yes,3/3/2023,Zone 1
1932,601,Pizza Hub,Biryani,150,40,Wallet,1,No,1/21/2023,Zone 1
3809,729,Pizza Hub,Biryani,200,30,Cash,4,No,1/20/2023,Zone 3
2492,160,BurgerTown,Taco,300,20,Wallet,6,Yes,1/15/2023,Zone 1
3924,663,Biryani Hause,Burger,200,35,Cash,5,Yes,2/22/2023,Zone 2
3927,318,PizzaHub,Biryani,150,35,Card,4,No,1/6/2023,Zone 1
2101,579,Biriyani Hause,Sushi,200,50,Wallet,3,Yes,3/24/2023,Zone 3
2023,700,Taco Land,Burger,300,45,Cash,5,No,3/31/2023,Zone 2
3534,581,SushiPlace,Pizza,150,30,Wallet,3,No,3/6/2023,Zone 2
3921,278,BiryaniHouse,Burger,300,45,Wallet,4,Yes,3/4/2023,Zone 1
2690,607,Pizza Hub,Pizza,500,40,Card,5,No,2/4/2023,Zone 3
5560,848,Pizzahub,Burger,200,,Card,2,Yes,1/18/2023,Zone 3
2442,528,Pizzahub,Biryani,,40,Cash,5,No,1/26/2023,Zone 3
3234,729,BiryaniHouse,Taco,,50,Wallet,5,No,1/12/2023,Zone 1
4574,618,Biryani House,Sushi,300,45,Card,2,Yes,3/4/2023,Zone 3
5833,140,Biryani Hause,Burger,200,45,Card,5,No,2/23/2023,Zone 2
4970,509,Tacoland,Pizza,200,20,Cash,4,Yes,1/9/2023,Zone 2
2910,536,Burger Town,Burger,300,40,Card,4,Yes,3/7/2023,Zone 1
3065,603,Pizzahub,Taco,150,40,Wallet,2,No,2/24/2023,Zone 1
2374,319,Biryani House,Sushi,500,,Wallet,3,Yes,1/4/2023,Zone 1
5878,970,SushiPlace,Taco,250,30,Card,3,Yes,2/22/2023,Zone 3
1302,533,Biryani Hause,Pizza,300,40,Cash,4,No,2/22/2023,Zone 3
2320,167,Pizza Hub,Sushi,250,35,Cash,1,No,1/4/2023,Zone 2
2900,981,Burger Town,,150,,Cash,2,No,2/3/2023,Zone 1
1121,665,PizzaHub,Pizza,500,45,Card,2,No,2/26/2023,Zone 2
3640,705,Pizza Hub,Taco,300,45,Card,3,No,1/6/2023,Zone 1
1652,480,SushiPlace,Sushi,,35,Wallet,4,Yes,3/31/2023,Zone 3
3251,583,Pizzahub,Taco,150,25,Card,3,Yes,2/10/2023,Zone 2
1548,259,BurgerTown,Sushi,500,35,Wallet,3,No,1/12/2023,Zone 1
5140,150,SushiPlace,Taco,200,50,Cash,,No,1/19/2023,Zone 2
