Order_ID,Customer_ID,Restaurant_Name,Food_Category,Order_Amount,Delivery_Time_Minutes,Payment_Mode,Customer_Rating,Promo_Used,Order_Date,Delivery_Area,Fast_Delivery
1376,408,Sushi Place,Pizza,300,40,Card,3,Yes,3/28/2023,Zone 2,Slow
1082,435,Pizza Hub,Biryani,200,30,Cash,3,No,3/14/2023,Zone 3,Fast
5360,170,Burger Town,Pizza,250,30,Card,2,Yes,3/20/2023,Zone 3,Fast
2684,398,Sushi Place,Burger,300,45,Wallet,2,Yes,1/23/2023,Zone 3,Slow
4603,212,Taco Land,Pizza,350,35,Cash,3,No,3/18/2023,Zone 2,Slow
2931,314,Sushi Place,Biryani,250,45,Wallet,3,Yes,2/27/2023,Zone 2,Slow
4302,138,Taco Land,Biryani,300,20,Card,4,Yes,2/24/2023,Zone 3,Fast
3993,179,Biryani House,Taco,300,30,Wallet,1,Yes,1/19/2023,Zone 3,Fast
5558,597,Pizza Hub,Taco,350,30,Wallet,3,No,1/28/2023,Zone 2,Fast
2541,601,Taco Land,Pizza,200,35,Wallet,4,No,1/22/2023,Zone 3,Slow
4896,818,Biryani House,Biryani,200,30,Cash,4,No,1/13/2023,Zone 1,Fast
5420,257,Biryani House,Burger,400,40,Cash,5,Yes,1/15/2023,Zone 2,Slow
1078,582,Pizza Hub,Pizza,285,40,Cash,2,Yes,1/20/2023,Zone 3,Slow
1223,471,Burger Town,Taco,200,40,Card,3,Yes,1/22/2023,Zone 2,Slow
3626,784,Pizza Hub,Pizza,250,35,Card,2,Yes,2/26/2023,Zone 3,Slow
5738,785,Biryani House,Pizza,250,45,Card,2,No,1/21/2023,Zone 1,Slow
1175,870,Sushi Place,Sushi,285,40,Wallet,3,No,3/16/2023,Zone 3,Slow
3887,413,Biryani House,Taco,250,35,Card,5,No,2/22/2023,Zone 3,Slow
2902,377,Biryani House,Biryani,300,35,Cash,5,No,2/27/2023,Zone 2,Slow
4599,673,Pizza Hub,Burger,255,40,Wallet,1,Yes,1/2/2023,Zone 3,Slow
2076,914,Biryani House,Taco,300,25,Cash,1,Yes,2/9/2023,Zone 2,Fast
2808,338,Sushi Place,Burger,245,30,Card,1,No,3/2/2023,Zone 2,Fast
5902,448,Biryani House,Taco,300,50,Wallet,3,Yes,3/30/2023,Zone 2,Slow
2924,905,Biryani House,Pizza,200,20,Cash,1,No,1/8/2023,Zone 1,Fast
5695,642,Biryani House,Biryani,300,45,Cash,1,No,3/5/2023,Zone 2,Slow
5376,319,Biryani House,Biryani,200,25,Card,2,Yes,1/19/2023,Zone 3,Fast
1135,466,Burger Town,NA,285,25,Cash,5,No,3/19/2023,Zone 2,Fast
5386,410,Biryani House,Biryani,250,35,Card,2,No,3/12/2023,Zone 1,Slow
1281,179,Biryani House,Taco,200,30,Card,4,No,1/7/2023,Zone 1,Fast
4939,613,Biryani House,Burger,300,25,Card,5,Yes,3/10/2023,Zone 3,Fast
2505,444,Burger Town,Pizza,200,45,Card,1,Yes,3/25/2023,Zone 1,Slow
1802,351,Sushi Place,Taco,350,45,Cash,5,No,1/20/2023,Zone 3,Slow
2526,705,Sushi Place,Sushi,285,45,Cash,4,No,2/8/2023,Zone 3,Slow
3830,860,Pizza Hub,Taco,200,50,Card,2,No,3/26/2023,Zone 3,Slow
3472,394,Biryani House,Biryani,300,20,Cash,2,No,1/3/2023,Zone 1,Fast
5259,984,Taco Land,Taco,300,50,Card,2,No,2/10/2023,Zone 3,Slow
3483,844,Pizza Hub,Pizza,250,25,Card,4,Yes,3/14/2023,Zone 3,Fast
1106,111,Biryani House,Burger,400,45,Card,4,Yes,1/30/2023,Zone 3,Slow
4959,518,Sushi Place,Sushi,285,35,Card,1,No,1/12/2023,Zone 1,Slow
2465,616,Pizza Hub,Burger,400,25,Wallet,3,No,3/11/2023,Zone 2,Fast
2181,479,Sushi Place,Biryani,400,40,Cash,1,Yes,2/24/2023,Zone 2,Slow
1636,617,Taco Land,Biryani,250,45,Card,5,Yes,3/26/2023,Zone 3,Slow
2977,264,Biryani House,Biryani,200,35,Card,1,No,1/18/2023,Zone 1,Slow
3000,650,Sushi Place,Biryani,400,35,Wallet,3,Yes,3/26/2023,Zone 3,Slow
4402,750,Biryani House,Biryani,285,40,Cash,3,No,2/6/2023,Zone 3,Slow
1954,146,Taco Land,Biryani,285,50,Cash,3,Yes,1/15/2023,Zone 1,Slow
2646,820,Burger Town,Biryani,300,20,Wallet,4,No,2/22/2023,Zone 2,Fast
5510,838,Pizza Hub,Pizza,300,20,Card,3,Yes,3/1/2023,Zone 2,Fast
3635,835,Biryani House,Taco,300,25,Card,2,No,2/17/2023,Zone 2,Fast
3200,587,Biryani House,Biryani,285,25,Cash,5,No,1/16/2023,Zone 2,Fast
5057,584,Biryani House,Biryani,285,20,Wallet,4,No,3/11/2023,Zone 3,Fast
1422,876,Pizza Hub,Pizza,285,30,Wallet,3,No,2/12/2023,Zone 2,Fast
1055,851,Biryani House,Biryani,285,30,Card,1,No,1/25/2023,Zone 1,Fast
2484,959,Taco Land,Pizza,200,25,Cash,3,No,1/20/2023,Zone 1,Fast
5354,386,Biryani House,Biryani,250,40,Cash,5,Yes,2/9/2023,Zone 2,Slow
1542,190,Pizza Hub,Pizza,250,30,Cash,3,Yes,2/19/2023,Zone 1,Fast
2151,274,Biryani House,Taco,400,20,Wallet,2,No,1/10/2023,Zone 1,Fast
2236,687,Pizza Hub,Burger,300,35,Cash,2,Yes,1/14/2023,Zone 2,Slow
1674,959,Pizza Hub,Biryani,200,45,Card,4,No,3/29/2023,Zone 1,Slow
1140,354,Pizza Hub,Pizza,200,20,Cash,2,No,3/15/2023,Zone 3,Fast
2821,992,Burger Town,Biryani,250,40,Wallet,1,No,2/17/2023,Zone 1,Slow
1453,597,Sushi Place,Taco,400,35,Cash,5,No,3/23/2023,Zone 3,Slow
2162,759,Pizza Hub,Taco,400,30,Card,1,No,1/22/2023,Zone 2,Fast
2802,504,Burger Town,Pizza,400,35,Cash,3,No,1/30/2023,Zone 1,Slow
1241,584,Pizza Hub,Biryani,250,45,Cash,1,Yes,3/21/2023,Zone 3,Slow
4425,119,Burger Town,Pizza,285,35,Card,2,No,2/24/2023,Zone 2,Slow
1286,116,Pizza Hub,Biryani,250,30,Card,4,Yes,3/17/2023,Zone 2,Fast
2627,657,Taco Land,Taco,300,35,Wallet,2,Yes,3/22/2023,Zone 2,Slow
1414,627,Sushi Place,Biryani,285,25,Card,1,No,3/15/2023,Zone 2,Fast
4414,318,Burger Town,Pizza,200,35,Card,2,Yes,2/4/2023,Zone 2,Slow
5258,400,Taco Land,Burger,400,20,Wallet,1,Yes,3/26/2023,Zone 3,Fast
5436,304,Biryani House,Biryani,200,30,Cash,1,Yes,1/28/2023,Zone 2,Fast
3900,595,Sushi Place,Pizza,400,30,Cash,4,No,2/27/2023,Zone 1,Fast
1521,656,Sushi Place,Burger,250,45,Cash,5,No,2/5/2023,Zone 3,Slow
4322,192,Biryani House,Taco,200,35,Wallet,2,No,2/8/2023,Zone 2,Slow
1459,284,Sushi Place,Pizza,350,20,Card,3,No,3/4/2023,Zone 3,Fast
3714,953,Sushi Place,Biryani,285,25,Cash,4,No,3/24/2023,Zone 3,Fast
1868,392,Biryani House,Biryani,300,45,Card,1,Yes,3/14/2023,Zone 1,Slow
3902,423,Burger Town,Taco,200,25,Cash,3,Yes,3/4/2023,Zone 1,Fast
4669,196,Biryani House,Pizza,200,40,Wallet,3,Yes,2/1/2023,Zone 3,Slow
4542,163,Biryani House,Pizza,250,40,Cash,5,No,2/12/2023,Zone 2,Slow
5694,142,Biryani House,Biryani,250,25,Wallet,3,No,1/8/2023,Zone 3,Fast
2934,892,Biryani House,Taco,255,35,Cash,2,No,3/13/2023,Zone 1,Slow
5761,306,Biryani House,Taco,200,30,Wallet,3,No,1/7/2023,Zone 2,Fast
5507,813,Taco Land,Sushi,400,20,Cash,4,Yes,1/16/2023,Zone 2,Fast
3444,403,Pizza Hub,Sushi,255,35,Card,1,No,1/14/2023,Zone 1,Slow
3146,443,Sushi Place,Pizza,255,40,Wallet,2,Yes,2/27/2023,Zone 1,Slow
5651,535,Sushi Place,Taco,255,50,Cash,4,No,1/27/2023,Zone 1,Slow
1037,331,Burger Town,Taco,400,20,Wallet,4,No,2/5/2023,Zone 2,Fast
3819,849,Burger Town,Biryani,250,35,Card,5,Yes,1/25/2023,Zone 2,Slow
1205,691,Biryani House,Biryani,200,45,Wallet,1,Yes,2/28/2023,Zone 1,Slow
5398,392,Pizza Hub,Sushi,250,35,Wallet,3,No,3/26/2023,Zone 1,Slow
3020,646,Sushi Place,Biryani,300,50,Cash,4,Yes,1/15/2023,Zone 2,Slow
1519,227,Sushi Place,Biryani,250,45,Wallet,3,Yes,1/31/2023,Zone 2,Slow
5033,818,Pizza Hub,Pizza,255,20,Card,2,No,1/6/2023,Zone 2,Fast
2543,675,Biryani House,Biryani,300,35,Wallet,3,No,2/7/2023,Zone 1,Slow
4064,279,Pizza Hub,Biryani,250,60,Card,2,No,1/14/2023,Zone 1,Slow
2752,696,Sushi Place,Pizza,400,20,Wallet,5,Yes,3/6/2023,Zone 2,Fast
3634,297,Biryani House,Biryani,400,25,Card,3,Yes,2/11/2023,Zone 1,Fast
5473,755,Pizza Hub,Burger,255,25,Card,2,Yes,1/12/2023,Zone 3,Fast
4640,458,Biryani House,Pizza,255,20,Card,3,No,3/6/2023,Zone 2,Fast
3185,901,Burger Town,Taco,200,30,Card,1,No,1/13/2023,Zone 1,Fast
3169,596,Biryani House,Taco,250,20,Cash,5,Yes,1/15/2023,Zone 3,Fast
4925,384,Biryani House,Biryani,250,40,Wallet,3,No,1/24/2023,Zone 2,Slow
2535,163,Pizza Hub,Taco,255,45,Wallet,2,No,2/19/2023,Zone 1,Slow
1408,517,Burger Town,Biryani,250,30,Cash,3,Yes,2/21/2023,Zone 2,Fast
2165,576,Pizza Hub,Biryani,250,40,Card,2,Yes,1/4/2023,Zone 2,Slow
3228,196,Taco Land,Taco,400,50,Cash,3,Yes,2/21/2023,Zone 3,Slow
3410,272,Biryani House,Biryani,250,35,Wallet,1,No,2/13/2023,Zone 3,Slow
2345,955,Burger Town,Pizza,255,60,Wallet,1,Yes,1/8/2023,Zone 1,Slow
4156,927,Pizza Hub,Sushi,300,35,Card,5,No,2/5/2023,Zone 3,Slow
4375,762,Pizza Hub,Pizza,200,40,Cash,4,No,3/13/2023,Zone 3,Slow
5220,596,Pizza Hub,Pizza,400,45,Wallet,1,No,1/31/2023,Zone 1,Slow
3494,964,Sushi Place,Pizza,255,30,Wallet,4,Yes,3/29/2023,Zone 2,Fast
5959,633,Biryani House,Biryani,400,40,Card,2,Yes,2/22/2023,Zone 2,Slow
5451,985,Biryani House,Biryani,255,30,Card,3,Yes,1/7/2023,Zone 3,Fast
2460,546,Biryani House,Pizza,450,50,Wallet,3,No,1/16/2023,Zone 1,Slow
3522,199,Pizza Hub,Biryani,200,35,Wallet,4,No,1/13/2023,Zone 2,Slow
1282,271,Taco Land,Taco,350,30,Cash,3,No,3/1/2023,Zone 1,Fast
5713,784,Taco Land,Biryani,450,20,Wallet,2,Yes,2/12/2023,Zone 3,Fast
3966,847,Biryani House,Biryani,450,50,Wallet,3,Yes,3/11/2023,Zone 2,Slow
4339,151,Biryani House,Pizza,200,45,Cash,4,Yes,3/6/2023,Zone 3,Slow
2194,700,Sushi Place,Taco,350,45,Cash,2,No,2/17/2023,Zone 1,Slow
5247,114,Biryani House,Taco,255,30,Wallet,2,No,2/25/2023,Zone 3,Fast
2124,481,Taco Land,Taco,300,40,Card,2,Yes,1/18/2023,Zone 3,Slow
2048,615,Biryani House,Burger,200,40,Cash,3,Yes,1/24/2023,Zone 3,Slow
2198,764,Pizza Hub,Burger,200,20,Cash,4,No,1/4/2023,Zone 1,Fast
4756,526,Burger Town,Pizza,300,30,Wallet,2,Yes,1/24/2023,Zone 3,Fast
1740,689,Biryani House,Biryani,300,45,Card,1,No,3/10/2023,Zone 1,Slow
2157,437,Pizza Hub,Taco,300,30,Cash,1,Yes,1/13/2023,Zone 1,Fast
3159,430,Sushi Place,Pizza,250,30,Card,5,No,3/6/2023,Zone 2,Fast
2145,642,Taco Land,Pizza,255,50,Wallet,1,Yes,2/11/2023,Zone 2,Slow
1624,858,Biryani House,Burger,250,35,Cash,3,No,2/28/2023,Zone 2,Slow
1321,168,Burger Town,Biryani,250,25,Wallet,2,No,2/18/2023,Zone 2,Fast
4188,306,Taco Land,Sushi,250,50,Wallet,3,No,1/18/2023,Zone 2,Slow
5583,448,Pizza Hub,Taco,300,40,Card,4,Yes,3/1/2023,Zone 2,Slow
4500,548,Burger Town,Biryani,255,50,Wallet,5,No,3/20/2023,Zone 2,Slow
4981,695,Burger Town,Pizza,250,45,Wallet,3,No,1/28/2023,Zone 1,Slow
2241,998,Taco Land,Biryani,350,50,Wallet,2,No,1/21/2023,Zone 2,Slow
5089,159,Biryani House,Taco,450,50,Wallet,3,No,2/7/2023,Zone 3,Slow
5823,191,Biryani House,Biryani,300,45,Wallet,2,No,3/10/2023,Zone 1,Slow
4452,842,Pizza Hub,Sushi,450,20,Card,4,No,3/20/2023,Zone 2,Fast
2547,315,Biryani House,Biryani,200,25,Wallet,1,No,2/4/2023,Zone 2,Fast
5099,221,Biryani House,Biryani,300,20,Cash,4,No,2/24/2023,Zone 2,Fast
1587,496,Pizza Hub,Pizza,450,40,Card,2,Yes,2/17/2023,Zone 3,Slow
1172,536,Burger Town,Burger,200,20,Wallet,3,No,3/14/2023,Zone 1,Fast
4722,579,Biryani House,Taco,300,35,Card,3,Yes,2/27/2023,Zone 2,Slow
4931,350,Taco Land,Pizza,450,25,Cash,2,Yes,2/18/2023,Zone 1,Fast
2525,322,Burger Town,Burger,450,40,Wallet,1,No,3/12/2023,Zone 1,Slow
4604,855,Burger Town,Pizza,200,40,Card,2,No,3/15/2023,Zone 2,Slow
3698,479,Biryani House,Biryani,350,35,Card,4,No,2/23/2023,Zone 1,Slow
5123,540,Biryani House,Taco,400,25,Wallet,5,Yes,2/23/2023,Zone 2,Fast
5046,717,Sushi Place,Pizza,255,40,Wallet,3,Yes,3/28/2023,Zone 1,Slow
2648,612,Biryani House,Taco,450,30,Cash,5,No,2/8/2023,Zone 3,Fast
2151,611,Biryani House,Pizza,255,25,Cash,4,Yes,1/25/2023,Zone 2,Fast
5716,248,Taco Land,Biryani,200,30,Card,1,No,1/25/2023,Zone 1,Fast
3199,445,Sushi Place,Biryani,450,35,Cash,3,Yes,3/12/2023,Zone 3,Slow
5727,733,Biryani House,Taco,200,35,Cash,2,Yes,3/2/2023,Zone 2,Slow
4330,283,Taco Land,Sushi,250,35,Cash,1,No,2/10/2023,Zone 2,Slow
5234,563,Pizza Hub,Burger,250,40,Wallet,3,No,3/2/2023,Zone 3,Slow
5017,667,Biryani House,Biryani,200,25,Cash,4,Yes,3/4/2023,Zone 2,Fast
4123,216,Burger Town,Burger,300,25,Card,3,No,1/4/2023,Zone 1,Fast
5128,345,Biryani House,Biryani,200,25,Card,2,No,1/15/2023,Zone 3,Fast
1752,504,Biryani House,Pizza,300,20,Wallet,4,Yes,2/22/2023,Zone 1,Fast
1656,168,Burger Town,Pizza,300,45,Wallet,3,Yes,1/27/2023,Zone 3,Slow
5391,254,Burger Town,Taco,255,20,Cash,4,Yes,1/20/2023,Zone 1,Fast
5753,331,Biryani House,Biryani,450,40,Wallet,3,Yes,2/8/2023,Zone 2,Slow
2323,731,Pizza Hub,Taco,450,20,Card,1,Yes,3/8/2023,Zone 1,Fast
1622,808,Burger Town,Sushi,200,30,Wallet,4,No,3/28/2023,Zone 2,Fast
3307,522,Sushi Place,Taco,255,20,Wallet,5,Yes,1/25/2023,Zone 2,Fast
1751,170,Burger Town,Taco,255,30,Cash,4,Yes,2/13/2023,Zone 3,Fast
2264,136,Sushi Place,Taco,450,20,Cash,3,Yes,2/15/2023,Zone 2,Fast
5520,170,Taco Land,Pizza,200,25,Cash,2,No,1/31/2023,Zone 3,Fast
1416,283,Biryani House,Taco,450,25,Card,3,Yes,3/3/2023,Zone 1,Fast
3751,374,Pizza Hub,Burger,450,45,Wallet,3,Yes,1/22/2023,Zone 1,Slow
2885,247,Pizza Hub,Pizza,200,45,Card,4,Yes,2/21/2023,Zone 3,Slow
1435,702,Sushi Place,Taco,255,50,Card,1,No,1/6/2023,Zone 3,Slow
3221,171,Taco Land,Pizza,250,45,Wallet,3,Yes,2/10/2023,Zone 2,Slow
4419,571,Sushi Place,Sushi,450,50,Cash,3,No,3/2/2023,Zone 2,Slow
5193,924,Sushi Place,Taco,250,40,Wallet,2,Yes,1/29/2023,Zone 3,Slow
5021,953,Taco Land,Pizza,200,45,Wallet,2,No,1/3/2023,Zone 3,Slow
1230,686,Taco Land,Biryani,300,50,Wallet,3,No,3/28/2023,Zone 1,Slow
5430,697,Burger Town,Taco,300,35,Cash,5,No,3/17/2023,Zone 3,Slow
3219,197,Pizza Hub,Taco,200,30,Cash,3,Yes,2/5/2023,Zone 2,Fast
5595,644,Biryani House,Biryani,400,50,Card,2,Yes,1/22/2023,Zone 3,Slow
3781,182,Taco Land,Pizza,255,25,Wallet,5,Yes,1/21/2023,Zone 3,Fast
5891,314,Biryani House,Taco,250,40,Card,2,No,1/3/2023,Zone 2,Slow
5262,850,Biryani House,Biryani,255,20,Cash,4,No,1/5/2023,Zone 1,Fast
1473,462,Biryani House,Taco,200,35,Cash,3,No,3/3/2023,Zone 3,Slow
3841,753,Pizza Hub,Pizza,450,30,Cash,4,Yes,3/21/2023,Zone 3,Fast
4435,741,Biryani House,Biryani,255,30,Cash,2,No,3/2/2023,Zone 2,Fast
2622,337,Taco Land,Pizza,450,35,Cash,4,Yes,2/11/2023,Zone 2,Slow
4975,683,Taco Land,Burger,250,45,Cash,3,Yes,3/16/2023,Zone 3,Slow
4452,390,Biryani House,Taco,300,35,Card,1,No,3/5/2023,Zone 2,Slow
5979,448,Pizza Hub,Taco,200,30,Card,3,Yes,1/22/2023,Zone 1,Fast
1651,342,Biryani House,Burger,250,35,Wallet,3,No,2/28/2023,Zone 1,Slow
2209,819,Burger Town,Pizza,300,20,Cash,1,No,2/18/2023,Zone 1,Fast
4217,827,Biryani House,Pizza,200,40,Cash,1,No,3/9/2023,Zone 1,Slow
5666,617,Pizza Hub,Pizza,300,20,Wallet,3,No,2/14/2023,Zone 2,Fast
4004,840,Biryani House,Biryani,400,35,Wallet,2,Yes,1/13/2023,Zone 3,Slow
4590,889,Biryani House,Burger,250,40,Cash,1,Yes,3/13/2023,Zone 1,Slow
1986,511,Biryani House,Biryani,200,45,Cash,2,Yes,2/4/2023,Zone 3,Slow
4426,716,Biryani House,Taco,450,40,Card,5,Yes,2/25/2023,Zone 3,Slow
2466,504,Pizza Hub,Burger,400,40,Card,1,Yes,2/17/2023,Zone 2,Slow
4503,256,Biryani House,Taco,300,25,Wallet,4,Yes,3/14/2023,Zone 3,Fast
5059,364,Taco Land,Biryani,350,35,Wallet,5,No,1/5/2023,Zone 3,Slow
5246,258,Taco Land,Biryani,250,30,Cash,4,Yes,3/10/2023,Zone 3,Fast
1145,199,Burger Town,Sushi,200,50,Wallet,1,No,3/17/2023,Zone 2,Slow
5756,533,Taco Land,Taco,200,20,Wallet,1,No,2/1/2023,Zone 2,Fast
3918,482,Pizza Hub,Taco,255,50,Card,2,Yes,2/11/2023,Zone 3,Slow
4196,940,Sushi Place,Taco,250,25,Wallet,4,Yes,2/26/2023,Zone 1,Fast
3380,247,Sushi Place,Pizza,350,25,Cash,4,No,1/16/2023,Zone 2,Fast
3031,911,Burger Town,NA,300,25,Cash,3,No,1/13/2023,Zone 3,Fast
1817,616,Biryani House,Taco,350,30,Wallet,5,No,1/13/2023,Zone 2,Fast
2875,469,Sushi Place,Burger,200,45,Cash,1,Yes,1/11/2023,Zone 1,Slow
2287,801,Biryani House,Pizza,400,20,Cash,3,Yes,3/16/2023,Zone 3,Fast
3117,378,Taco Land,Biryani,300,30,Wallet,2,No,3/15/2023,Zone 1,Fast
3071,653,Pizza Hub,Taco,450,40,Cash,5,Yes,2/4/2023,Zone 3,Slow
4451,166,Taco Land,Pizza,250,20,Cash,5,No,3/3/2023,Zone 3,Fast
1753,981,Biryani House,Pizza,255,25,Card,3,Yes,1/6/2023,Zone 1,Fast
3839,969,Burger Town,Burger,200,60,Wallet,2,Yes,2/22/2023,Zone 2,Slow
2141,598,Taco Land,Biryani,450,20,Cash,5,Yes,1/17/2023,Zone 2,Fast
1865,238,Taco Land,Burger,250,35,Card,2,No,2/20/2023,Zone 1,Slow
3887,240,Pizza Hub,Pizza,255,45,Card,3,No,1/15/2023,Zone 2,Slow
3209,430,Taco Land,Taco,450,40,Wallet,5,No,2/20/2023,Zone 2,Slow
2540,874,Burger Town,Taco,250,25,Wallet,2,Yes,3/9/2023,Zone 2,Fast
1911,389,Biryani House,Burger,255,20,Card,4,No,3/29/2023,Zone 2,Fast
1666,912,Biryani House,Taco,300,20,Cash,1,No,1/8/2023,Zone 1,Fast
2979,537,Burger Town,Burger,350,30,Card,3,No,3/17/2023,Zone 1,Fast
1158,571,Biryani House,Biryani,300,50,Card,5,No,2/8/2023,Zone 3,Slow
5749,890,Burger Town,Taco,300,45,Card,3,Yes,3/5/2023,Zone 1,Slow
4678,872,Taco Land,Taco,450,50,Wallet,3,Yes,1/29/2023,Zone 1,Slow
2239,418,Pizza Hub,Burger,255,20,Wallet,3,No,2/14/2023,Zone 1,Fast
3914,298,Burger Town,Burger,450,25,Wallet,5,No,2/6/2023,Zone 2,Fast
5979,991,Burger Town,Taco,300,50,Cash,3,No,3/5/2023,Zone 3,Slow
4470,338,Sushi Place,Pizza,450,40,Card,4,No,1/9/2023,Zone 1,Slow
5115,965,Burger Town,Pizza,300,25,Wallet,4,No,1/10/2023,Zone 1,Fast
4441,407,Biryani House,Biryani,200,50,Card,3,No,3/7/2023,Zone 1,Slow
1953,428,Burger Town,Burger,255,30,Card,3,No,1/29/2023,Zone 1,Fast
3459,623,Burger Town,Biryani,250,20,Wallet,1,No,3/8/2023,Zone 2,Fast
3842,880,Sushi Place,Taco,255,50,Cash,2,No,1/21/2023,Zone 3,Slow
2594,548,Burger Town,Taco,255,35,Cash,4,Yes,1/22/2023,Zone 3,Slow
1998,863,Biryani House,Pizza,450,40,Wallet,4,No,1/4/2023,Zone 2,Slow
5963,432,Burger Town,Pizza,300,45,Wallet,1,Yes,3/25/2023,Zone 1,Slow
3941,615,Pizza Hub,Taco,255,20,Cash,4,Yes,2/4/2023,Zone 2,Fast
2943,264,Sushi Place,Burger,300,50,Wallet,1,Yes,2/28/2023,Zone 2,Slow
1479,278,Taco Land,Biryani,250,30,Wallet,4,Yes,2/17/2023,Zone 3,Fast
1258,562,Pizza Hub,Taco,300,20,Cash,2,Yes,1/5/2023,Zone 3,Fast
1143,557,Biryani House,Biryani,250,50,Cash,4,No,1/9/2023,Zone 1,Slow
3113,287,Burger Town,Sushi,450,45,Wallet,2,No,2/1/2023,Zone 2,Slow
3260,563,Taco Land,Sushi,300,30,Card,2,No,1/16/2023,Zone 2,Fast
5482,463,Taco Land,Taco,300,35,Wallet,1,Yes,1/12/2023,Zone 2,Slow
1316,444,Burger Town,Biryani,450,40,Wallet,2,Yes,1/17/2023,Zone 1,Slow
3940,698,Biryani House,Taco,200,35,Wallet,1,No,1/19/2023,Zone 3,Slow
3520,763,Biryani House,Biryani,255,30,Wallet,3,Yes,3/29/2023,Zone 2,Fast
1762,605,Biryani House,Taco,450,35,Card,2,Yes,3/6/2023,Zone 2,Slow
4772,585,Biryani House,Taco,450,20,Wallet,3,Yes,3/17/2023,Zone 2,Fast
5815,984,Pizza Hub,Pizza,450,30,Cash,1,No,3/15/2023,Zone 1,Fast
4595,274,Pizza Hub,Biryani,300,30,Cash,1,No,1/1/2023,Zone 2,Fast
5820,657,Pizza Hub,Burger,250,20,Wallet,3,Yes,3/15/2023,Zone 3,Fast
4474,340,Sushi Place,Biryani,250,25,Cash,2,No,1/28/2023,Zone 3,Fast
4889,473,Taco Land,Biryani,200,45,Wallet,1,No,3/19/2023,Zone 1,Slow
1763,854,Biryani House,Biryani,255,45,Wallet,5,Yes,1/9/2023,Zone 3,Slow
1233,470,Biryani House,Burger,300,40,Wallet,1,Yes,1/23/2023,Zone 2,Slow
1482,878,Pizza Hub,Biryani,400,40,Wallet,2,Yes,3/6/2023,Zone 3,Slow
2160,164,Pizza Hub,Burger,300,30,Wallet,3,No,1/1/2023,Zone 2,Fast
2236,932,Taco Land,Pizza,250,40,Cash,1,No,1/27/2023,Zone 1,Slow
2828,810,Taco Land,Sushi,450,20,Wallet,1,No,2/5/2023,Zone 2,Fast
2354,115,Burger Town,Pizza,250,40,Cash,1,Yes,3/20/2023,Zone 3,Slow
5052,726,Sushi Place,Biryani,200,45,Card,2,No,2/13/2023,Zone 3,Slow
2220,920,Sushi Place,Burger,400,40,Cash,2,Yes,2/25/2023,Zone 2,Slow
5257,162,Biryani House,Biryani,300,40,Cash,1,Yes,1/26/2023,Zone 1,Slow
2508,499,Sushi Place,Sushi,250,25,Wallet,2,No,3/30/2023,Zone 2,Fast
5191,469,Biryani House,Biryani,200,30,Cash,4,No,2/3/2023,Zone 1,Fast
4465,360,Pizza Hub,Pizza,200,45,Cash,5,Yes,3/19/2023,Zone 2,Slow
2921,118,Pizza Hub,Pizza,255,40,Cash,1,Yes,3/2/2023,Zone 1,Slow
2814,263,Burger Town,Pizza,400,35,Cash,3,Yes,2/13/2023,Zone 2,Slow
2876,559,Biryani House,Burger,255,35,Wallet,1,No,1/14/2023,Zone 2,Slow
3178,518,Biryani House,Biryani,300,25,Wallet,2,No,2/25/2023,Zone 2,Fast
5174,768,Pizza Hub,Taco,200,35,Cash,4,No,3/24/2023,Zone 1,Slow
4913,396,Biryani House,Pizza,300,50,Wallet,3,Yes,1/8/2023,Zone 3,Slow
4886,594,Pizza Hub,Pizza,450,35,Wallet,2,No,3/3/2023,Zone 2,Slow
1456,433,Biryani House,Biryani,450,30,Cash,4,Yes,3/29/2023,Zone 1,Fast
1436,487,Biryani House,Biryani,300,20,Card,3,No,2/23/2023,Zone 2,Fast
4543,373,Biryani House,Biryani,250,20,Cash,3,No,3/12/2023,Zone 1,Fast
4229,123,Biryani House,Taco,450,35,Cash,3,Yes,3/22/2023,Zone 1,Slow
4008,985,Biryani House,Taco,300,25,Card,3,No,2/22/2023,Zone 2,Fast
1955,329,Pizza Hub,Sushi,450,45,Cash,4,No,1/18/2023,Zone 3,Slow
2158,538,Pizza Hub,Burger,300,50,Cash,4,No,1/11/2023,Zone 1,Slow
5657,296,Burger Town,Pizza,450,50,Cash,2,Yes,2/4/2023,Zone 1,Slow
4284,235,Taco Land,Biryani,255,35,Card,3,Yes,2/27/2023,Zone 3,Slow
2053,591,Burger Town,Taco,300,25,Card,5,No,3/1/2023,Zone 3,Fast
5134,241,Taco Land,Burger,300,30,Wallet,2,No,2/26/2023,Zone 3,Fast
4902,338,Biryani House,Taco,200,50,Card,5,No,3/28/2023,Zone 2,Slow
1880,472,Biryani House,Taco,450,20,Cash,2,Yes,2/12/2023,Zone 1,Fast
1345,846,Burger Town,Burger,200,50,Cash,1,No,1/8/2023,Zone 1,Slow
1338,729,Biryani House,Biryani,250,20,Card,4,No,3/22/2023,Zone 3,Fast
5621,786,Biryani House,Biryani,255,20,Wallet,3,Yes,1/15/2023,Zone 3,Fast
4111,975,Taco Land,Pizza,300,40,Wallet,4,No,2/3/2023,Zone 3,Slow
4049,700,Sushi Place,Burger,200,50,Cash,3,Yes,3/6/2023,Zone 2,Slow
5409,876,Biryani House,Burger,250,35,Card,3,Yes,2/7/2023,Zone 1,Slow
