Gene,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20
Gene_250,5.986162253905762,5.310272225935826,5.506877177600228,7.443632003468814,4.743493105720743,6.813205186747977,5.721037069668191,5.720239831504165,6.790371896051711,6.340051295,6.7005953972771275,6.123457556169143,4.910486591726545,4.565419139095651,6.106505401419186,5.457303126097386,6.9192610916812916,6.745856518098577,5.815389006,4.842287076058731
Gene_251,6.570612997219531,6.968184660532861,5.668691616816678,5.387763265,4.914849473442202,5.174589470021045,8.949094425308726,7.244679580736786,4.648925633791979,4.677542043,6.510735549607274,4.982050554,5.241536077069135,5.020584261784846,5.861498978060046,7.170192334070562,5.994959129776471,5.5567813075723045,4.474385069954756,6.552124584729843
Gene_252,6.481866061718492,6.5472647973779665,6.548883835317365,5.745044206446302,5.8745457399970995,6.327879524159357,6.085893006293331,3.780699627252465,5.770200369424806,5.148593565739686,5.219595394071373,6.117517619158097,5.645781384083359,6.838177219599437,5.842763607971448,5.941073645476949,6.485747147455459,8.106940182263186,6.888446930358555,5.911393893651391
Gene_253,6.175211418908512,8.985259003,6.367481665474305,5.686470313827602,6.921801501977252,6.482687887209213,6.4200944904518416,6.606850593215671,8.056543564829541,4.869111564674085,8.025529681628292,7.6265018526053066,7.202794422230751,7.562043333242984,7.2420869711122515,8.953209444,7.291557821371944,8.714241380792963,8.320902366533087,7.857662554574048
Gene_254,6.473632076811454,5.0736188700184615,6.555512646342248,5.0813134885139055,5.582633186394916,5.704910085762093,6.975816719344709,6.918454443942414,4.754282623553616,6.054934110999849,6.000318611465068,5.442718690385447,6.270084411347764,7.088092463208589,5.296843537744186,4.466607911,6.703218254856744,6.3243659742438005,4.8798011985588206,5.266608629085882
Gene_255,5.2904201452508275,4.7414950893246655,5.782982949575629,5.6915172115441806,8.426716486345523,6.4329598253606965,4.622382499245763,5.435225995829057,7.021383295429398,8.088442772869925,5.140895725949859,5.275467730965751,5.6763172459588125,5.733452695719253,5.349206345,5.241836180500072,5.771215656080618,6.167691534859562,5.6837034636351556,7.158667023341302
Gene_256,4.414016687762041,4.120075614860955,7.870965175371782,6.389614177370904,5.131707268123634,6.534629086122435,3.3642522609831222,6.003375506597161,6.327821172843085,6.92427014,6.508087714420786,4.409154143141304,6.523727765413853,6.605543982585583,5.565265031875809,4.5048024126968444,6.008066759411136,5.992291348517756,4.878353763466805,4.548780783740065
Gene_257,4.986104047707462,6.085687161403359,5.074575373940412,6.255383755674317,5.104653677636976,5.5918991608397794,5.004184605209771,6.651136241823657,6.858451116656665,5.765379430042586,5.912446454,5.766922807949178,5.582734634677607,5.916589265253439,4.897223626179681,5.5651793871338855,6.533325030614348,5.650029919648711,4.328027528207448,5.527307722276428
Gene_258,6.038237994960029,4.551408585366456,5.700323351993213,5.949795382958255,8.620793091029975,4.888032974225837,7.464177238752438,6.996858773465808,6.280636404490137,7.758620484195133,4.929841536493139,6.2671362964617305,6.318837403380425,4.341225374913969,6.759012970582189,4.887813698721441,7.559182290482351,5.951223735499383,4.753606501460838,4.858013929307319
Gene_259,6.372105472606863,6.389159195667928,5.946879346982454,7.223568882418627,7.0964692338108835,5.374322712503788,4.680752805401233,5.797019362604343,5.199961435602353,5.936475425384645,6.348095291787345,5.608700110101623,5.903346090381859,7.612780232697039,5.300755935770924,6.059962857695707,7.419844487373053,6.270513475,4.393397264641994,6.505389011732137
Gene_260,7.237438134684139,5.542698345,5.957176618688425,6.058022734808395,6.848430882205284,3.753110666015395,5.393299705234703,6.211283692279473,7.200078956426861,5.508097552493795,4.836997142216556,7.4068075287329656,5.1771323950020225,8.969509507745665,7.467375988327678,5.203387430372022,6.020013805001611,6.753644281633464,6.783660474226708,6.442336259976197
Gene_261,4.123447293958126,6.619711445966137,5.364637611174371,4.810333340909638,5.375654610286776,5.815474642,5.395255335461787,3.794433942900931,6.897066196887132,7.274875041278722,7.252159037,5.877031053365631,5.633282331423967,5.6531360120753895,6.858373231972127,6.365181040302646,6.291283665690257,6.795234249257182,3.948947592146145,6.310068823875151
Gene_262,6.651521991339505,4.862314329575184,5.798508466052482,5.993478684770542,6.598794389561911,6.668340488718081,5.265826201221504,6.081995556413561,6.457280404615241,7.4558223221467665,6.218568888873715,7.668808081300705,4.471412017736333,7.557186632376758,6.075409128924666,6.488989530660045,7.675918787609376,6.560761268005573,6.400368289462561,6.242291185802318
Gene_263,6.704506539824723,6.789056687375519,6.083826627929361,7.410459145203504,6.409762795959497,5.138912089826429,7.4033699701251905,6.697903272539028,5.5569559788715175,5.520507032600757,5.516521865005623,5.971510875489607,5.284487233877251,5.955433100574518,3.6640693029449034,6.429039567567549,5.878262746216374,5.663796263333236,6.219758083940143,4.566436077
Gene_264,6.296575545140762,6.463184795267585,6.197292265631207,6.311308673442885,7.699957375,7.071543152234886,6.190635591265024,6.9413105807674835,4.967476096472461,6.397927049946809,7.929269996621283,5.897232538512401,5.854155567,5.034603789867077,6.023946382449261,7.38695989,7.035916209432034,6.854437751140556,6.546398951667271,5.6414574724373905
Gene_265,7.80930635,5.781954104607626,5.152366071380915,5.3479111114069395,4.910366962657612,5.215238091872297,5.629491901409971,4.594432980821358,6.015618333949603,6.902277173786647,4.549836832963298,5.798961228133365,5.764128535466323,7.048794439671241,6.309390442,7.6123115279035485,7.197488540038174,5.5435043904959045,4.204870803380132,7.385575233941481
Gene_266,5.0922438198530795,7.519283923641769,6.5107920885275945,7.030580585624057,5.342165446147863,6.854525227066616,4.908066099604687,6.890247500836509,6.171839339793531,6.553251219984784,7.359385223230744,4.6337884090977735,7.509240019827501,6.382117170592518,6.160685498125653,7.614783254247327,7.344685173230615,6.651330951995204,6.473217065811983,6.616394290530359
Gene_267,4.824405394375148,5.104930157723396,6.597228218253385,5.051651995775799,6.463206292099123,4.632862193539754,6.8481742126666685,4.767476685231491,6.552299937679523,6.625630933646001,5.599942566117474,5.944898550267679,5.0976828454054575,5.666960224261081,5.633366121331067,5.364694630378335,6.136746502648463,5.676019149299423,6.502234720351974,4.377679386706235
Gene_268,5.303228181570425,6.582026567084727,6.260442263333556,5.461158143807261,4.991445315923792,4.037374308327421,6.3496500472996935,4.435197228637945,6.095344199441308,5.736551783917751,5.886645206,6.131551640177496,5.689370760163119,5.827607300190769,4.414753989270142,6.356477104669492,6.647605982567071,6.493537294203767,7.0387270594421825,6.201529605782502
Gene_269,6.679142775438195,5.697954500510136,5.6705522136529085,6.731870704288296,6.335058029084117,6.316155957182779,6.469267589808526,4.464427876792894,6.756788679986982,6.612468794013602,6.478681180650937,6.156090738456852,6.687550719592494,4.422770363867878,5.106419032021989,7.586899657033091,3.5395641779037947,5.859822070174656,7.172274959608068,5.906739334458235
Gene_270,4.9833168714235025,5.7559195263257985,5.960692712372369,5.865503215598268,6.333859966568535,7.4313667818311835,7.081766727672829,4.687780806568593,6.6220699903060485,7.32893332,5.594988928549302,6.1294216768153005,5.646879819997554,6.030849492756939,5.316618963,7.108674419955724,7.423264921065661,5.866609677888378,4.613510579308757,5.476156829686605
Gene_271,6.386808520689202,7.0909804251859665,8.012270445700764,7.023709546106981,6.249308595641729,7.0450884740847535,6.144887833096891,6.023903043284956,5.648585764286268,7.563413358832108,5.8160113398970354,6.505538876903208,4.991986776829322,5.230837681357849,6.510676137858807,6.938908832039558,5.378405954829316,4.666782946049004,9.284118201287884,6.783304237088713
Gene_272,5.181571334057999,7.5323677246781156,6.499864123740371,4.600693825198059,6.3676492929914215,3.899973492348376,6.625508016831036,6.885231482988991,5.407644044347946,6.123547695955582,7.893745543381462,9.101755628258772,7.751635661570944,8.580052590119994,7.9258275297412055,8.127309152451243,7.570738039031012,6.837109059674365,9.625296267500852,6.591206982773366
Gene_273,7.954157433750286,5.494253295738063,4.941092413,7.4816634024625985,7.962587190530795,6.003695671847847,7.011463035408356,7.341475915530881,5.257515767461616,5.5146941646321315,4.639976423689405,5.7871401172436325,5.0385281864894935,5.948287209439729,6.687763848561769,6.995302900529223,6.8147307216216815,5.694367945,6.049591827661586,6.407879050897491
Gene_274,7.230874513154735,7.685014278708509,6.562880860174355,5.120185646497946,7.987061111699441,5.469029102188036,5.6648622188285485,6.342337834489621,7.554160420714775,6.853975976552224,4.242212576057927,6.570584700119859,4.542700712416169,8.040346598906488,5.595484915358305,5.815124822805409,5.230292900762144,5.370029968,8.274093569,6.9403696886232975
Gene_275,6.414865500361911,6.463288530118106,6.043514668643466,6.558139514518507,3.470439922305697,5.703392540930202,6.2413219349167814,4.848985916380493,6.386323318,5.795528779013878,4.450797554852162,7.504212900685229,7.193242275141431,5.718787537711711,6.306696942029838,5.985055920578926,7.972579904446932,5.203709811,6.146010609775727,5.5718546690071955
Gene_276,7.7554756983154896,7.573019725214857,5.534194430881837,5.8491622884333045,5.9260524343916074,5.548340523840377,6.195024984028127,5.241717931,4.869384665062474,6.622711223900269,4.566959595382146,8.191638255054986,4.818433420897588,6.2201291874877755,4.259299393619664,5.600929460756907,6.421968821433458,5.175266020497637,6.586801850735655,5.730958908111917
Gene_277,6.629529584221811,5.195684240340007,6.895355430762599,5.368422270834668,6.253165238037981,6.820344012612456,5.966387435296287,6.454740912141134,5.483570356112429,5.803533416571903,7.160082512398613,7.361760913340223,5.413255239269988,6.076732859392957,6.183454226472232,6.619349295434699,6.014381996244266,6.190210959342842,5.756593525,6.1152398669720185
Gene_278,5.7941405691196595,5.253421653459761,5.823225836884218,4.4513817011362535,5.508846252857896,5.715124506630329,5.743820248,5.758502554129221,5.938235800139871,6.479441518086064,7.2979401935351325,6.646083241211854,6.701255639443369,6.723070324135579,5.846191222118964,6.318827044,4.914826321664256,7.268807656316957,3.2170395676567796,5.9128516076645745
Gene_279,6.874517074132522,5.350234773151733,4.796799144610856,4.9579555877568975,5.512797078805073,5.648078682183491,5.230003933802543,4.703883335750105,5.543879172525812,6.181426620113971,7.140895977150274,4.636132066370658,6.3997799176168515,5.319233553420974,5.631196734811131,6.9459409606394376,6.198056926,3.9656441321156373,5.023574460268401,6.975335735
Gene_280,6.595029465835565,5.442576946891679,5.587002177856566,5.073301691,5.968560829625224,5.151571365809185,6.573127813,4.214133508065888,5.640370327547537,6.301107339191742,6.448942718192997,7.748135572524284,7.682647594013297,5.657754869853208,8.503237805069489,6.024479669851911,5.037331465590975,5.3663601340894225,3.743274894710581,7.6070190082492815
Gene_281,6.183834516322504,8.693033663980497,6.349800024567908,4.9959454031579895,5.904535752910927,4.223753666533549,5.919400250703239,5.166943942999241,6.915390275560162,5.450459725404465,7.594761989043864,4.984492561186679,5.772115711618094,6.095607544112577,5.039646947857886,4.244897968728838,5.789642396223088,5.678920570540753,5.611588759011225,6.2227160626009645
Gene_282,5.883234084204753,5.364442158595597,7.738851351853331,5.678757233882088,7.832557043479202,6.814151762118266,6.482066727335386,6.368733147,6.393797298216252,4.072327421,7.429519658525992,5.696907280308274,6.170442998721363,6.726870523744936,6.554142926512749,5.385576475552158,6.096377123114036,6.547539820169053,4.871648662489222,7.263539010796508
Gene_283,5.721116605849243,6.845157971184322,5.951102816525895,4.594810153196425,5.947595549,7.704105516255491,7.246891715534719,5.9379959906339685,6.951449277058087,5.633492979631948,7.431588905214111,5.277219744555506,6.193670018348168,6.642278256671032,5.454385843671247,6.481613845688094,6.163255626292165,4.532081822361199,6.459161315978558,4.899857583728965
Gene_284,4.296128413173281,5.075534011870445,7.562888768508198,5.726006918170696,5.756616020624982,5.700161804,7.904136589573007,7.625958915362063,8.218780233448134,5.840954789599949,6.939202851662047,5.328788924866111,5.838714566338855,7.372278913446575,6.496381646528845,4.9205260804254545,4.985083429200916,5.400697211376275,6.394644083356666,6.358299814932768
Gene_285,6.295624488747095,4.483357450579209,7.476934426118275,4.832220448732065,6.216775563762629,4.902697472367156,5.4111331732613035,5.162737569,5.392124739324182,5.460877296851021,5.156897695337131,4.832790514385641,6.281583405085835,5.818139934209838,8.157215887447737,6.036603656563079,7.814252827700274,4.8296164018956595,4.426787060438293,4.879914867474465
Gene_286,5.451731205074923,6.833333911780307,4.895137207,6.220541427013867,7.217959152305559,5.486803635486604,5.282081109252398,5.769475374819749,7.179725208,6.194107630953358,7.189129781453467,7.756101589693534,5.217820546047366,5.5394339702404425,4.8310190897875005,4.188360152881613,6.718411698,6.223020302962163,6.010487982673875,4.599943463
Gene_287,5.468785705392402,6.483876651,4.8977078501635765,6.681359510442948,6.408607307701768,5.692191528861116,5.161414201552769,5.113319077716543,6.5348173363459106,7.228980502489062,7.639956681828661,5.496643261950527,6.533626424816476,4.545438594755275,5.809474810379963,6.291374456238584,6.327075218053308,6.154648543236625,6.494522492048772,4.869479543967039
Gene_288,5.362692252971205,6.458386703551485,3.9129729813979313,5.415382269342801,5.968941067129098,5.090316583018167,5.063493625210404,5.332220443531114,6.292192728326373,5.812670981593626,6.197372605,6.113757683480277,6.231672684195061,6.072345217319182,4.726787226086603,4.682200247891027,3.7857318141154486,6.817534509845298,6.827657509735198,6.843550291222121
Gene_289,3.761768766675028,3.879299847364934,5.393134822142825,6.457686586053552,3.2524951572747653,5.500269823848369,5.473752143482579,7.388337778208448,5.614978188287136,6.382988984740928,6.306789962461452,3.866880782281889,4.973289508214734,6.170415417593112,6.1355180027917955,5.7772517868479785,6.368917202908246,6.011651707685245,6.120770465551361,5.360934667167983
Gene_290,6.141257140087463,3.8694335201927994,6.768207216631737,6.215396505456288,6.50826864,9.926237706436327,3.9158870605014116,7.724696649761109,5.712552480599644,6.287328904403009,6.982010986,5.569228391319616,4.669350916979374,5.229000987181271,5.651533808638019,6.994002788368847,5.957732001565207,5.813851781034351,4.751336575237373,6.785482589829576
Gene_291,5.954487754698758,5.575763666601956,5.430167071761241,6.329508735573009,4.482826303328321,6.7505791675217655,5.583805595114746,4.869930660959643,5.549987142004186,7.257149216862572,5.348047845976614,5.899972141058664,7.480183076881865,6.5087633310493045,4.371745952284826,4.230489763647528,5.935689549880754,4.7872593851251946,6.648546747632998,6.042263064964979
Gene_292,5.4646649129837765,6.358453618,5.2690437242845265,6.757921849923619,6.685507738790204,7.848608833296412,5.824436054500785,6.668654804757907,6.0980675395389445,7.295871781863014,6.165384769023863,5.293256818357647,7.741383655286706,8.842593728,5.7214152762432855,6.353039248415001,6.097417343064312,5.740313136558932,5.167929532267204,4.915032012519523
Gene_293,5.281167612,6.745005312877281,5.805302703883318,5.935811822891503,6.091752484448373,6.252240396426678,5.883770956878042,6.2147131831705265,7.578118057562184,6.985449685615219,4.864402734474476,6.405240025549145,5.480325521796365,3.4217071498594698,6.444858220598323,5.9617387175358445,7.346673001401146,6.373122397091009,4.521326403689702,3.770323359270019
Gene_294,6.869154592496897,5.544460473976129,5.110759171771676,6.955300558237753,6.876046792529794,7.472670675750982,5.396019374030771,5.770451344639653,4.360515837474566,5.6075288939391275,5.280527615662063,5.374892579306348,6.943159201000166,5.9911290677104265,7.133688498098509,4.675166944297366,6.965264384380448,6.720989153,3.9817658885688036,7.322617841260772
Gene_295,6.996570510579447,5.533504620771802,6.640479795200823,5.809496894002189,6.324057028221561,4.852308610184332,6.085209449633901,3.0088640290992767,5.813103841838015,4.369526756,6.093458491766353,6.392044503868505,5.135103887571577,7.275247012921972,4.814147671,6.832092018373946,6.8206074759086714,5.025832571827777,7.983373599422574,6.231528480217519
Gene_296,7.205994516546816,6.777407352764511,6.466670981966081,7.521006227,5.051083479175163,7.747363197915558,6.932191564260385,5.7634447127810535,7.135620147182944,4.893706487588366,6.653892610271024,4.4728792046642445,8.117730003008564,4.7754430597749105,7.024886433,5.0052282820683045,5.381011197152318,6.788754043885447,7.027552713675157,4.728715750885898
Gene_297,5.175485838472326,5.391410277,5.471022291935984,4.943442357239747,7.223083067095325,5.741145599630168,6.352504968,5.429648634,4.179396699451483,6.270057358391422,7.090472169056994,7.044980495133194,5.062046591155108,7.598647594,4.543142371751962,5.375227417222384,6.479002624091989,5.146433715297394,6.263819085679341,6.241076078803295
Gene_298,4.087745024580223,5.931365953914532,4.631684961167189,7.987275999230808,6.911362722174721,6.105753791,7.263706677654668,5.153684022534264,6.543479378670093,6.199810433718714,5.812925730077279,6.8324005385905595,5.771639207342361,6.231541068813805,7.146471877487903,6.79068621,6.7860172908142085,4.850820398,6.524792575501322,5.121501209030495
Gene_299,6.264020081,7.272353500106767,6.732492102779802,6.288723662825023,4.345112563771703,5.039953704720537,5.8772910664042755,6.093372374276651,4.869796275326076,8.411676675578422,4.7185850202219735,5.9282936537150315,5.095704813,6.790617718839977,6.814535459695324,4.097373763568558,5.17169746,4.540213328082001,5.5373707234071095,6.455175669868824
Gene_300,7.516394055253572,6.602118320392483,6.0720368612837445,5.787791030098848,5.0480815399777645,6.077480518518863,6.257752540142751,4.758239424518376,6.3341764172448976,5.844740951175251,5.757711901821612,5.410240759332865,7.300176526813139,3.6951428274037115,7.236871893518225,5.4557117068445145,5.921890989887211,5.472636662279891,7.542888105539118,4.7690215031947405
Gene_301,4.0921924421226095,5.139614989220498,5.586394466578356,7.887687657340191,6.5565531245337585,4.664518430900109,6.486036289417637,4.452696011061635,7.082691053887073,5.528875348182122,6.011736369721936,6.527438651859997,4.388997232114832,5.080101829553846,5.851821466501771,5.113334965315625,5.184408229,5.650137336923563,6.649581331646173,5.657282223121856
Gene_302,5.906363811260829,7.325796648,4.7128364314157505,4.6028818148870085,5.416400673653995,7.038378851019317,4.480653924523158,3.167844401889431,5.5488411415910015,6.5517408,7.0784261944729465,5.002242217340645,4.748077739526547,7.926345405721134,5.342041872334489,4.689087993,4.257946058228169,7.075103453808939,5.6586954853399405,5.746290264933601
Gene_303,7.2002617497388295,5.536838637914601,5.588573392883998,7.153900734255747,4.130258300304579,5.611479224816991,6.190423889925058,6.4492187212850345,5.490193306809117,6.034441011705841,5.840798288,7.012942884669782,5.820470166024079,8.344053778832626,6.133760574,7.061784766958321,6.805239857904406,5.963552679741962,5.4130290139795365,6.331963928566553
Gene_304,3.5116726465870105,5.341751587666152,6.453508712554467,5.0177059657453205,6.058984221589597,6.446872500802698,5.657450799142235,6.170463770996571,5.037267434715388,5.793388720303954,6.510098731207273,5.427413951873473,6.166338865950656,7.236204978259596,8.069947739,6.854369320349422,7.862759686380282,5.370625788793545,6.701882252059294,7.338519508581272
Gene_305,6.610216169589222,6.156972960968434,5.4134687304360645,6.224216404290793,6.714609790636618,3.950058721422522,7.159074064955898,5.663745261318928,6.425489933240231,7.197246923645228,5.103666667028004,5.514409887954991,7.737904762,5.024901144,4.658869967344289,7.5279815736395115,7.1967632249804385,6.4321202439837695,5.954289245354173,5.561475494395018
Gene_306,4.628326302769534,5.290558997572454,5.711451304124295,5.216246478875572,7.734936575836809,5.143227906173207,5.444453220513133,6.204389031602977,4.797850473923911,5.604319288243736,6.281948873809051,7.579806957,6.238566126142076,8.166959267246966,5.102058014,5.980319245671731,5.626941332336084,4.914858456837667,5.846916266990345,6.417329301660439
Gene_307,6.317453261250175,5.667139595617488,5.906613141100052,5.470667887551629,4.485529690819233,6.321593211339239,7.754933071647241,6.018401630783438,6.225264117,6.6927227551168595,8.388572500571394,10.23443289872734,8.689939521388236,9.007204558226544,7.761701019567127,10.150139300466856,10.720539730462619,8.632953586128503,6.688251308490582,7.7111650129791665
Gene_308,4.730669503453301,7.702514658129606,6.202328796422802,7.631856899089109,5.266967004476011,7.818061922557825,6.775155494034783,6.553040085852358,6.234024454353148,5.751471382,6.281934303205162,6.456498035250646,6.698425134384372,6.460197681230041,6.006984916255939,5.363801558797872,6.401138261264229,7.854987357480656,7.019928605427754,6.534703949636198
Gene_309,7.2005316584738726,6.140359869848047,4.0329302964128475,4.882813538292997,5.814154247807252,6.309998983165555,5.943411511100104,7.218970789793663,4.048898135961375,6.143587937,7.029566923822751,5.628935971099147,5.491734854,5.252214895634018,5.874713377230562,5.577994103,7.208274740652139,5.524676582317811,5.197278283775083,7.942577178830632
Gene_310,4.1820207746128455,6.759712295484168,5.905541285557997,6.419609972024118,5.136117039410234,7.279464931657751,7.041724664058851,6.583544303011887,5.870482753136559,6.579857285295132,5.548624768918656,6.153528457250351,6.451322824743412,4.863306881079184,7.23548377,6.6371190404112275,7.558384011880782,5.3207780627818995,6.099125792,6.039355754994196
Gene_311,5.293107432012651,6.8555556590207125,7.649480894323921,7.070610559979186,5.27039753,6.361417317273103,4.706858456241353,6.572390311175676,6.450603412862539,4.130183660467836,6.263888494350022,4.5453852514228394,6.110836378692222,4.573536088576255,6.358334071196921,3.8713508754814803,4.148413165709414,6.818548716439999,5.4531615448052175,5.012141926367759
Gene_312,4.838216156087636,5.716861103256233,5.6991402528591735,4.790523064581195,6.388978729352184,6.251473608940512,5.805730868021481,5.244208499841637,7.048707126416564,7.6554071130882955,7.270845621075548,6.327626217328415,6.872090195533784,5.833757927679169,8.679628693900003,5.395486139440205,7.744495549359888,5.938633959900087,4.345489605087254,6.482848745748108
Gene_313,5.516438516153463,5.387833082845179,6.491207665411996,5.641970620253014,5.860602799336766,6.739653151724672,4.090643912492707,7.318302324852669,6.072680524329341,5.588506855,6.314762561455163,4.9486781857607705,5.077780722865286,5.975302356915008,6.349747815247982,3.529336717120599,7.053121452523802,5.505502026185022,4.668252515601823,6.9410665514519305
Gene_314,5.910765845778551,5.962429355020519,4.268798696555074,7.494938227453236,6.041325632270619,6.4430021304473755,6.951549770574043,4.978837542,6.4734718990352285,5.732358909101206,5.976382020581544,7.216165776782255,6.437952262979755,5.998485497051954,5.847270055019844,6.482712760556137,5.586468741,5.147427411253501,6.609909122654644,5.8555121585555705
Gene_315,6.846770775216494,3.8727725796485046,5.900905699758731,5.397179344216038,6.432262950634155,6.470044187368202,5.292374105177974,5.287826135823956,5.889334631,5.103357772684792,6.033567648069006,7.089379836154608,5.886123392264259,6.015033925541791,5.400350488549068,6.430739933981851,6.349827912680088,6.900775131790558,5.420871162993124,5.542183030409815
Gene_316,6.841983695452127,5.6307927995525535,3.0930117806783586,5.625177943378194,4.961456179156028,4.3687241845390545,4.762573361777427,6.109408472,7.328640828248231,6.313184474,6.792137399145469,6.252213003362863,5.0937818738073055,7.306554067734501,4.301549431599749,6.784284753263751,4.734787964001804,7.885788516485527,4.4554002730943765,7.152250651872748
Gene_317,5.393496612,6.455904195170703,5.540909689781008,5.305399630836855,4.845637331767016,4.248171193248281,5.610076293440555,6.158053489920132,5.90337633,5.584033072052641,5.918365639988756,5.633397430161256,6.185396656467761,6.631900339157813,5.095599497669131,5.184212274831427,6.649604865112886,4.292657046,5.415770906807914,9.040686954
Gene_318,5.054253939303219,6.608246191684969,4.6828680800534155,6.776027913843476,4.997782981073275,5.247564762646965,4.533214809384323,5.498597853114363,6.975312458477979,6.515628088443957,5.031987035410719,7.147802791759752,5.414049231286188,6.509045144797144,6.654355690596217,7.128956735182948,5.799746173187224,7.988884638754853,5.410663435414819,6.234220414
Gene_319,6.978422112028035,6.522142545933936,4.896330171,5.669210775672442,5.219800870882537,7.330574904,4.803211353573689,6.893697689389111,6.892953870108769,7.829620201716088,6.245276932217608,4.878031880050584,5.714127745020879,6.161513499238407,5.567878957,8.440923965456534,5.161376326400469,7.179424468140428,6.856459813148787,5.986137865495729
Gene_320,5.590313407370503,6.712322159580162,8.281651836538842,5.3823583230663035,4.4649597524676405,4.119989966092236,6.712712028861331,4.116849791941416,5.627680947062077,6.437313187038961,5.134790946147753,5.23174468,5.482032701,4.2142587180537365,4.996534574,4.5175234846363574,7.345875003177717,6.618462392388219,6.785974099,6.588831951541947
Gene_321,6.185175536829914,6.425444864184172,6.222289855800854,7.278865813313393,5.047683619261203,5.3230048615414685,5.227340554729176,6.830191812,6.900398588395063,6.4512253193185085,6.1669676233341635,7.460680332129137,5.389237344268262,6.106669655367045,6.747058827824123,4.678790768143871,9.096588896,6.028565762777586,6.1419894505755925,7.256878031674922
Gene_322,7.183493666889928,4.821959132623619,7.667224111551137,7.523238621712258,6.7356219972457465,7.781798909,4.343376792322227,5.475551863737348,5.264696539318048,6.721479323757343,6.914955333010224,6.038078019396459,6.130129438098042,4.495851469052021,5.443534222150024,6.5172102161589605,6.443892839042887,7.2211657500040864,5.879498941776675,4.612713486569134
Gene_323,4.949859260397854,6.757495149337485,7.370536143996714,6.695202900083999,6.283751023661501,5.012126659099251,5.1531490338746355,7.249618905296667,6.779349003905333,5.960980480622456,7.056730430775678,7.4360893461820154,6.898244572856229,5.836366329142509,7.044386051876579,9.428910478008213,6.115152314440476,4.688263307754875,5.413714950447848,6.625476000304051
Gene_324,5.582090454234109,3.974192126888623,4.929147581315561,7.911419087139723,4.7195444289975335,6.189479821221081,7.0074439731951985,4.745077331997708,6.184710474781084,6.937915537510655,4.3951956891019375,6.169403074912069,6.380336650315883,7.535121739812652,7.310194856,6.864584791751771,3.8373209894854705,6.921053128047925,6.705513386060247,6.255944377078347
Gene_325,6.012499322,8.868403055666768,4.331400741121804,7.058728529883879,5.8271982626035355,6.771920154836675,6.441307151699246,5.266843802890003,6.228996392,4.142098548601712,4.2697778738545145,5.223226091,4.8331772304659335,3.9849915604929094,5.997084848585206,5.202177878557221,8.625305580268911,5.831228060562091,7.293753155865961,4.430900975306775
Gene_326,6.603247500571394,6.298158465990525,6.638660168643103,7.058118325,6.367619840209711,6.148089419798276,5.118931663338707,5.287779236350949,7.186734620177331,7.436335405705979,5.469910414,6.096897876034315,5.091846051,5.577799315195255,5.782049093756461,5.766092014555106,7.855118573035346,6.378226285,6.479510562941304,6.539654774
Gene_327,5.761889563687946,6.046002747253274,5.095385625006234,7.172756845267445,6.665416823691778,7.941217436463749,5.121676922820261,5.621992100981783,6.231445922525572,6.6464895377257704,6.612626377337112,5.917113016125135,5.6792536285211535,6.166816059518277,7.156803948913472,7.126238188436384,5.759601524311589,6.7678436946681115,5.8054153369603325,6.033870549435244
Gene_328,5.784332362452368,5.127038909546299,6.881407528923571,6.721135362545581,5.083725899436275,7.355442801105496,7.170198709196604,6.134296497247793,6.079597862376036,6.554057771115907,5.526476618445803,5.818354861093766,7.34133007,6.092421147339237,6.135282508552318,4.552782220742042,5.690756092367271,5.758685096255271,5.170856514556595,6.021665411703563
Gene_329,5.138296929743742,6.030031479164082,3.8476164553908196,6.8764556455029355,4.438506777558141,7.503419828428999,5.669879906033549,5.7883330180688235,5.372266093915495,5.711961126077924,5.570817709772346,6.079995855243582,6.121503009818935,5.044245642177356,5.601298217516811,6.077374282760833,7.184299431156726,6.256719172795741,5.338064820082573,6.399004759243852
Gene_330,7.418531345148036,3.5121913434649206,7.276965386088188,6.338023481101708,4.792978352142784,4.924687606950762,7.676393027208203,5.054493120057269,4.846649489,7.137314542364729,7.707548889,6.916706472589018,6.54752653,6.7255901754823215,7.4399540414286305,7.075626794,6.566760381117658,7.068642219590085,4.918348903735939,4.4977347476597185
Gene_331,6.338552876285914,5.062074423463601,6.216624975404619,4.9742473163597225,7.100821398422605,7.0613709648731335,6.532006198821943,6.361661061247016,7.761188124867374,5.9996863273882255,6.157098651,6.068680709650538,5.456089946486743,6.825852669827709,4.137136413548764,5.465227743942196,5.515044455122385,4.363698215,7.494731007269304,4.640798731336677
Gene_332,4.818125874579199,6.449473912832307,8.086047049537115,4.985240506814148,5.638537233306014,6.416446038101452,5.946095150994261,5.017696419622686,7.121857856230471,8.320040722017259,5.411659942692314,6.907979757805133,6.646045343428732,4.891825303515254,6.682489209260637,6.2897844786582215,8.333035562111467,6.403940416068305,5.858758178931469,5.143498042880577
